index,age,birth_country_code,birth_country_name,birth_date,birth_day,contract_expires,current_team_color,current_team_logo,current_team_name,domestic_competition_name,foot,full_name,goals,goals_tagged,height,id,image,market_value,minutes_on_field,name,on_loan,passport_country_codes,passport_country_names,positions,primary_position,primary_position_percent,secondary_position,secondary_position_percent,third_position,third_position_percent,total_matches,weight,xg_shot
22,24,MEX,Mexico,1994-09-17,1994-09-17,2022-06-30,000000,https://cdn5.wyscout.com/photos/team/public/464_120x120.png,Guadalajara,Liga MX,left,Javier Eduardo López Ramírez,2,2,164,285827,https://cdn5.wyscout.com/photos/players/public/g285827_100x130.png,2000000,1297,J. López,False,['MEX'],['Mexico'],"['AMF', 'RW', 'RAMF']",AMF,34,RW,22,RAMF,17,19,63,1.93
23,22,MEX,Mexico,1997-04-05,1997-04-05,,000000,https://cdn5.wyscout.com/photos/team/public/873_120x120.png,Pumas UNAM,Liga MX,right,Alan Mozo Rodríguez,1,1,175,395142,https://cdn5.wyscout.com/photos/players/public/g395142_100x130.png,2000000,3279,A. Mozo,False,['MEX'],['Mexico'],['RB'],RB,93,,0,,0,35,71,0.99
24,30,COL,Colombia,1989-01-27,1989-01-27,,0000ff,https://cdn5.wyscout.com/photos/team/public/1648_120x120.png,Querétaro,Liga MX,right,Ayron Del Valle Rodríguez,2,2,175,22507,https://cdn5.wyscout.com/photos/players/public/24896_100x130.png,1900000,567,A. Del Valle,False,['COL'],['Colombia'],"['CF', 'RW']",CF,59,RW,20,,0,11,67,2.35
25,27,ARG,Argentina,1991-11-30,1991-11-30,,ff0000,https://cdn5.wyscout.com/photos/team/public/3288_120x120.png,Tijuana,Liga MX,right,Juan Martín Lucero,0,0,179,179945,https://cdn5.wyscout.com/photos/players/public/69749_100x130.png,1800000,1024,J. Lucero,False,['ARG'],['Argentina'],['CF'],CF,93,,0,,0,16,63,2.25
26,21,PRY,Paraguay,1998-02-13,1998-02-13,2022-06-30,000000,https://cdn5.wyscout.com/photos/team/public/913_120x120.png,Morelia,Liga MX,right,Carlos Sebastián Ferreira Vidal,7,7,180,398628,https://cdn5.wyscout.com/photos/players/public/g398628_100x130.png,1800000,1353,S. Ferreira,False,['PRY'],['Paraguay'],['CF'],CF,99,,0,,0,25,76,7.15
27,24,MEX,Mexico,1994-09-05,1994-09-05,2020-06-30,000000,https://cdn5.wyscout.com/photos/team/public/591_120x120.png,Monterrey,Liga MX,left,Arturo Alfonso González González,0,0,170,193402,https://cdn5.wyscout.com/photos/players/public/70513_100x130.png,1800000,88,A. González,False,['MEX'],['Mexico'],"['LCMF', 'CF', 'LDMF']",LCMF,62,CF,18,LDMF,18,2,70,0.0
28,29,COL,Colombia,1989-11-02,1989-11-02,2021-06-30,0000ff,https://cdn5.wyscout.com/photos/team/public/911_120x120.png,Puebla,Liga MX,left,Brayan Alexis Angulo León,2,2,174,16920,https://cdn5.wyscout.com/photos/players/public/5823_100x130.png,1800000,2470,B. Angulo,False,"['COL', 'ESP']","['Colombia', 'Spain']","['LB', 'LB5', 'LWB']",LB,56,LB5,25,LWB,15,27,71,1.56
29,31,MEX,Mexico,1988-05-09,1988-05-09,,ff0000,https://cdn5.wyscout.com/photos/team/public/874_120x120.png,Toluca,Liga MX,right,Rodrigo Salinas Dorantes,3,3,179,55722,https://cdn5.wyscout.com/photos/players/public/24396_100x130.png,1800000,3196,R. Salinas,False,['MEX'],['Mexico'],"['RB', 'RB5', 'RWB']",RB,76,RB5,13,RWB,10,34,74,1.94
0,30,ARG,Argentina,1988-12-31,1988-12-31,2020-06-30,0000ff,https://cdn5.wyscout.com/photos/team/public/1648_120x120.png,Querétaro,Liga MX,right,Enrique Luis Triverio,5,5,184,63606,https://cdn5.wyscout.com/photos/players/public/73468_100x130.png,1800000,1241,E. Triverio,False,['ARG'],['Argentina'],['CF'],CF,87,,0,,0,20,78,5.79
1,27,ARG,Argentina,1992-02-23,1992-02-23,,ff0000,https://cdn5.wyscout.com/photos/team/public/874_120x120.png,Toluca,Liga MX,right,Alexis Pedro Canelo,7,7,180,212311,https://cdn5.wyscout.com/photos/players/public/g212311_100x130.png,1800000,1197,A. Canelo,False,['ARG'],['Argentina'],"['CF', 'LW']",CF,49,LW,34,,0,19,83,6.18
2,31,MEX,Mexico,1988-06-14,1988-06-14,2020-06-30,0000ff,https://cdn5.wyscout.com/photos/team/public/590_120x120.png,Cruz Azul,Liga MX,left,Adrián Alexei Aldrete Rodríguez,1,1,177,14513,https://cdn5.wyscout.com/photos/players/public/24345_100x130.png,1800000,3766,A. Aldrete,False,['MEX'],['Mexico'],['LB'],LB,96,,0,,0,41,74,0.92
3,31,MEX,Mexico,1987-11-08,1987-11-08,,0000ff,https://cdn5.wyscout.com/photos/team/public/590_120x120.png,Cruz Azul,Liga MX,right,Julio César Domínguez Juárez,1,1,175,15238,https://cdn5.wyscout.com/photos/players/public/11052_100x130.png,1800000,3918,Julio Domínguez,False,['MEX'],['Mexico'],"['RB', 'LCB']",RB,45,LCB,44,,0,42,73,0.5
4,33,MEX,Mexico,1986-05-15,1986-05-15,2021-06-30,008000,https://cdn5.wyscout.com/photos/team/public/3282_120x120.png,León,Liga MX,left,Luis Arturo Montes Jiménez,7,7,165,14358,https://cdn5.wyscout.com/photos/players/public/7312_100x130.png,1800000,3819,L. Montes,False,['MEX'],['Mexico'],"['LCMF', 'AMF', 'RCMF']",LCMF,36,AMF,29,RCMF,15,41,67,6.51
5,27,ARG,Argentina,1992-07-06,1992-07-06,2020-06-30,0000ff,https://cdn5.wyscout.com/photos/team/public/1648_120x120.png,Querétaro,Liga MX,right,Daniel Alberto Villalba Barrios,2,2,158,72465,https://cdn5.wyscout.com/photos/players/public/33400_100x130.png,1800000,2454,D. Villalba,False,['ARG'],['Argentina'],"['RW', 'LW', 'AMF']",RW,34,LW,15,AMF,12,32,50,4.66
6,26,MEX,Mexico,1992-11-06,1992-11-06,2020-06-30,000000,https://cdn5.wyscout.com/photos/team/public/913_120x120.png,Morelia,Liga MX,right,Aldo Paul Rocha González,0,0,166,255329,https://cdn5.wyscout.com/photos/players/public/g255329_100x130.png,1800000,3088,A. Rocha,False,['MEX'],['Mexico'],"['LCMF', 'DMF', 'RCMF']",LCMF,42,DMF,22,RCMF,18,33,70,0.73
7,27,COL,Colombia,1992-06-17,1992-06-17,,0000ff,https://cdn5.wyscout.com/photos/team/public/1648_120x120.png,Querétaro,Liga MX,both,Fabián Andrés Castillo Sánchez,4,4,173,102848,https://cdn5.wyscout.com/photos/players/public/43663_100x130.png,1800000,1641,F. Castillo,False,['COL'],['Colombia'],"['LW', 'LAMF']",LW,54,LAMF,15,,0,25,68,4.78
8,28,ARG,Argentina,1990-10-23,1990-10-23,,ff0000,https://cdn5.wyscout.com/photos/team/public/3288_120x120.png,Tijuana,Liga MX,right,Julián Alberto Velázquez,0,0,184,104659,https://cdn5.wyscout.com/photos/players/public/44824_100x130.png,1800000,3157,J. Velázquez,False,['ARG'],['Argentina'],['RCB'],RCB,93,,0,,0,33,80,0.9
9,31,ARG,Argentina,1988-04-02,1988-04-02,2020-06-30,ff0000,https://cdn5.wyscout.com/photos/team/public/682_120x120.png,Veracruz,Liga MX,right,Cristian Matías Menéndez,6,6,185,73707,https://cdn5.wyscout.com/photos/players/public/25628_100x130.png,1800000,2442,C. Menéndez,False,['ARG'],['Argentina'],['CF'],CF,99,,0,,0,29,81,7.16
10,33,MEX,Mexico,1986-03-06,1986-03-06,,000000,https://cdn5.wyscout.com/photos/team/public/462_120x120.png,América,Liga MX,right,Paul Nicolás Aguilar Rojas,1,1,180,14350,https://cdn5.wyscout.com/photos/players/public/7299_100x130.png,1800000,3824,P. Aguilar,False,['MEX'],['Mexico'],['RB'],RB,82,,0,,0,40,66,1.55
11,28,CHL,Chile,1991-06-13,1991-06-13,2021-06-30,ff0000,https://cdn5.wyscout.com/photos/team/public/526_120x120.png,Atlas,Liga MX,right,Lorenzo Enrique Reyes Vicencio,0,0,176,74268,https://cdn5.wyscout.com/photos/players/public/35098_100x130.png,1800000,1697,L. Reyes,False,['CHL'],['Chile'],['DMF'],DMF,78,,0,,0,20,76,0.32
12,30,COL,Colombia,1989-02-23,1989-02-23,,008000,https://cdn5.wyscout.com/photos/team/public/3282_120x120.png,León,Liga MX,right,Andrés Felipe Andrade Torres,2,2,178,89543,https://cdn5.wyscout.com/photos/players/public/48452_100x130.png,1800000,1310,A. Andrade,False,"['COL', 'MEX']","['Colombia', 'Mexico']","['LW', 'AMF', 'LCMF3']",LW,35,AMF,17,LCMF3,15,19,73,2.83
13,24,GHA,Ghana,1995-02-11,1995-02-11,2021-05-31,0000ff,https://cdn5.wyscout.com/photos/team/public/1648_120x120.png,Querétaro,Liga MX,right,Clifford Aboagye,1,1,163,299726,https://cdn5.wyscout.com/photos/players/public/g299726_100x130.png,1800000,1536,C. Aboagye,True,['GHA'],['Ghana'],"['LCMF', 'DMF', 'LW']",LCMF,41,DMF,15,LW,10,28,57,1.0
14,23,MEX,Mexico,1995-11-05,1995-11-05,2022-12-31,000000,https://cdn5.wyscout.com/photos/team/public/464_120x120.png,Guadalajara,Liga MX,right,Walter Gael Sandoval Contreras,2,2,168,249670,https://cdn5.wyscout.com/photos/players/public/g249670_100x130.png,1800000,1325,W. Sandoval,False,['MEX'],['Mexico'],"['LW', 'LAMF', 'AMF']",LW,39,LAMF,24,AMF,17,23,70,1.81
15,28,MEX,Mexico,1991-08-04,1991-08-04,2022-12-31,000000,https://cdn5.wyscout.com/photos/team/public/464_120x120.png,Guadalajara,Liga MX,right,Dieter Daniel Villalpando Pérez,2,2,172,327533,https://cdn5.wyscout.com/photos/players/public/g327533_100x130.png,1800000,1925,D. Villalpando,False,['MEX'],['Mexico'],"['RCMF', 'LCMF', 'RCMF3']",RCMF,31,LCMF,29,RCMF3,17,26,67,1.4
16,32,MEX,Mexico,1987-06-21,1987-06-21,,000000,https://cdn5.wyscout.com/photos/team/public/873_120x120.png,Pumas UNAM,Liga MX,right,Pablo Edson Barrera Acosta,5,5,174,15174,https://cdn5.wyscout.com/photos/players/public/24540_100x130.png,1800000,3015,P. Barrera,False,['MEX'],['Mexico'],['RW'],RW,79,,0,,0,37,75,3.82
17,29,MEX,Mexico,1990-08-01,1990-08-01,,000000,https://cdn5.wyscout.com/photos/team/public/683_120x120.png,Necaxa,Liga MX,right,Hugo Alfonso González Durán,0,0,183,176343,https://cdn5.wyscout.com/photos/players/public/55737_100x130.png,1800000,3344,H. González,True,['MEX'],['Mexico'],['GK'],GK,100,,0,,0,35,82,0.0
18,28,MEX,Mexico,1991-07-20,1991-07-20,,000000,https://cdn5.wyscout.com/photos/team/public/873_120x120.png,Pumas UNAM,Liga MX,right,Juan Pablo Vigón Cham,5,5,168,252823,https://cdn5.wyscout.com/photos/players/public/g252823_100x130.png,1800000,2641,J. Vigón,False,['MEX'],['Mexico'],"['LCMF', 'RCMF']",LCMF,43,RCMF,19,,0,30,71,6.29
19,27,MEX,Mexico,1992-02-03,1992-02-03,,000000,https://cdn5.wyscout.com/photos/team/public/873_120x120.png,Pumas UNAM,Liga MX,right,Luis Fernando Quintana Vega,3,3,180,253953,https://cdn5.wyscout.com/photos/players/public/g253953_100x130.png,1800000,2786,L. Quintana,False,['MEX'],['Mexico'],['LCB'],LCB,85,,0,,0,33,76,2.02
20,34,ARG,Argentina,1985-05-22,1985-05-22,2020-12-30,000000,https://cdn5.wyscout.com/photos/team/public/248_120x120.png,Corinthians,Serie A,right,Mauro Boselli,6,6,180,13884,https://cdn5.wyscout.com/photos/players/public/1961_100x130.png,1750000,1445,M. Boselli,False,"['ARG', 'MEX']","['Argentina', 'Mexico']",['CF'],CF,99,,0,,0,16,75,7.16
21,28,URY,Uruguay,1991-01-08,1991-01-08,,0000FF,https://cdn5.wyscout.com/photos/team/public/g24936_120x120.png,Atlético de San Luis,Liga MX,right,Camilo Sebastián Mayada Mesa,0,0,174,91623,https://cdn5.wyscout.com/photos/players/public/43010_100x130.png,1750000,191,C. Mayada,False,['URY'],['Uruguay'],"['RW', 'RCMF3']",RW,63,RCMF3,36,,0,2,75,0.01
22,29,PRY,Paraguay,1990-06-30,1990-06-30,,008f00,https://cdn5.wyscout.com/photos/team/public/g33716_120x120.png,FC Juárez,Liga MX,right,Darío Lezcano Mendoza,0,0,178,47090,https://cdn5.wyscout.com/photos/players/public/67545_100x130.png,1750000,94,D. Lezcano,False,['PRY'],['Paraguay'],['CF'],CF,100,,0,,0,1,79,0.09
23,26,COL,Colombia,1993-03-06,1993-03-06,2021-06-30,0000ff,https://cdn5.wyscout.com/photos/team/public/590_120x120.png,Cruz Azul,Liga MX,both,Andrés Jair Rentería Morelo,1,1,179,229041,https://cdn5.wyscout.com/photos/players/public/g229041_100x130.png,1500000,274,A. Rentería,False,['COL'],['Colombia'],"['LW', 'LAMF', 'CF']",LW,40,LAMF,24,CF,18,9,82,0.52
24,27,COL,Colombia,1991-08-29,1991-08-29,,000000,https://cdn5.wyscout.com/photos/team/public/925_120x120.png,Tigres UANL,Liga MX,right,Francisco Javier Meza Palma,0,0,184,176055,https://cdn5.wyscout.com/photos/players/public/68252_100x130.png,1500000,1645,F. Meza,False,['COL'],['Colombia'],"['LCB', 'CB', 'RCB']",LCB,43,CB,20,RCB,17,20,73,1.07
25,23,MEX,Mexico,1996-06-17,1996-06-17,,008000,https://cdn5.wyscout.com/photos/team/public/3282_120x120.png,León,Liga MX,right,José Iván Rodríguez Rebollar,0,0,169,471465,https://cdn5.wyscout.com/photos/players/public/g471465_100x130.png,1500000,2806,J. Rodríguez,False,['MEX'],['Mexico'],"['RCMF', 'LDMF', 'LCMF']",RCMF,38,LDMF,22,LCMF,17,33,62,0.9
26,29,CHL,Chile,1990-02-27,1990-02-27,,000000,https://cdn5.wyscout.com/photos/team/public/467_120x120.png,Universidad Católica,Primera División,left,Juan Francisco Cornejo Palma,0,0,175,178447,https://cdn5.wyscout.com/photos/players/public/73749_100x130.png,1500000,891,J. Cornejo,True,['CHL'],['Chile'],['LB'],LB,93,,0,,0,10,78,0.23
27,34,ARG,Argentina,1985-07-29,1985-07-29,2020-12-31,ff0000,https://cdn5.wyscout.com/photos/team/public/874_120x120.png,Toluca,Liga MX,right,Jonathan Ramón Maidana,0,0,185,13867,https://cdn5.wyscout.com/photos/players/public/1945_100x130.png,1500000,875,J. Maidana,False,"['ARG', 'ITA']","['Argentina', 'Italy']","['RCB', 'CB']",RCB,55,CB,38,,0,10,80,0.86
28,31,ARG,Argentina,1988-02-09,1988-02-09,2021-06-30,0000FF,https://cdn5.wyscout.com/photos/team/public/132_120x120.png,Racing Club,Superliga,right,Diego Hernán González,1,1,180,17808,https://cdn5.wyscout.com/photos/players/public/66476_100x130.png,1500000,1623,D. González,False,['ARG'],['Argentina'],"['LCMF', 'RCMF', 'AMF']",LCMF,31,RCMF,26,AMF,16,24,80,1.81
29,24,PER,Peru,1994-09-23,1994-09-23,2019-12-31,000000,https://cdn5.wyscout.com/photos/team/public/551_120x120.png,Alianza Lima,Primera División,right,Wilder José Cartagena Mendoza,0,0,179,180979,https://cdn5.wyscout.com/photos/players/public/45353_100x130.png,1500000,926,W. Cartagena,False,['PER'],['Peru'],"['LCMF', 'RCMF', 'LDMF']",LCMF,33,RCMF,26,LDMF,23,12,72,0.22
0,25,MEX,Mexico,1993-08-30,1993-08-30,,000000,https://cdn5.wyscout.com/photos/team/public/464_120x120.png,Guadalajara,Liga MX,right,Carlos Ernesto Cisneros Barajas,0,0,177,284262,https://cdn5.wyscout.com/photos/players/public/g284262_100x130.png,1500000,456,C. Cisneros,False,['MEX'],['Mexico'],['LW'],LW,98,,0,,0,8,66,0.8
1,24,PER,Peru,1994-09-23,1994-09-23,2019-12-31,000000,https://cdn5.wyscout.com/photos/team/public/551_120x120.png,Alianza Lima,Primera División,right,Wilder José Cartagena Mendoza,0,0,179,180979,https://cdn5.wyscout.com/photos/players/public/45353_100x130.png,1500000,926,W. Cartagena,False,['PER'],['Peru'],"['LCMF', 'RCMF', 'LDMF']",LCMF,33,RCMF,26,LDMF,23,12,72,0.22
2,32,BRA,Brazil,1986-11-20,1986-11-20,,ff0000,https://cdn5.wyscout.com/photos/team/public/874_120x120.png,Toluca,Liga MX,left,William Fernando da Silva,4,4,175,9297,https://cdn5.wyscout.com/photos/players/public/7011_100x130.png,1500000,2058,William da Silva,False,"['BRA', 'MEX']","['Brazil', 'Mexico']","['LCMF', 'DMF']",LCMF,58,DMF,17,,0,27,75,2.18
3,36,MEX,Mexico,1982-09-18,1982-09-18,,ff0000,https://cdn5.wyscout.com/photos/team/public/874_120x120.png,Toluca,Liga MX,right,Alfredo Talavera Díaz,0,0,188,15128,https://cdn5.wyscout.com/photos/players/public/7325_100x130.png,1500000,2870,A. Talavera,False,['MEX'],['Mexico'],['GK'],GK,100,,0,,0,30,82,0.0
4,31,MEX,Mexico,1987-11-18,1987-11-18,,000000,https://cdn5.wyscout.com/photos/team/public/3253_120x120.png,Dorados,Ascenso MX,right,José Daniel Octavio Guerrero Rodríguez,0,0,174,60640,https://cdn5.wyscout.com/photos/players/public/24265_100x130.png,1500000,924,J. Guerrero,False,['MEX'],['Mexico'],"['LCMF', 'DMF', 'LDMF']",LCMF,35,DMF,34,LDMF,15,17,68,0.02
5,29,MEX,Mexico,1990-02-03,1990-02-03,,000000,https://cdn5.wyscout.com/photos/team/public/913_120x120.png,Morelia,Liga MX,right,Luis Ángel Mendoza Escamilla,3,3,172,118901,https://cdn5.wyscout.com/photos/players/public/51897_100x130.png,1500000,2091,L. Mendoza,False,['MEX'],['Mexico'],"['RW', 'RCMF']",RW,49,RCMF,11,,0,32,75,3.8
6,33,MEX,Mexico,1986-07-10,1986-07-10,2019-12-31,0000ff,https://cdn5.wyscout.com/photos/team/public/463_120x120.png,Pachuca,Liga MX,left,Edwin William Hernández Herrera,0,0,166,44168,https://cdn5.wyscout.com/photos/players/public/24289_100x130.png,1500000,1368,E. Hernández,False,['MEX'],['Mexico'],"['LB', 'LB5']",LB,83,LB5,14,,0,17,68,0.05
7,33,MEX,Mexico,1986-07-07,1986-07-07,2020-06-30,0000ff,https://cdn5.wyscout.com/photos/team/public/1648_120x120.png,Querétaro,Liga MX,left,Jair Pereira Rodríguez,1,1,184,71684,https://cdn5.wyscout.com/photos/players/public/72441_100x130.png,1500000,2905,J. Pereira,False,['MEX'],['Mexico'],"['RCB', 'CB']",RCB,75,CB,15,,0,32,78,1.64
8,29,MEX,Mexico,1990-05-29,1990-05-29,2021-06-30,0000ff,https://cdn5.wyscout.com/photos/team/public/590_120x120.png,Cruz Azul,Liga MX,right,José Antonio Madueña López,1,1,172,120236,https://cdn5.wyscout.com/photos/players/public/70891_100x130.png,1500000,1826,J. Madueña,False,['MEX'],['Mexico'],['RB'],RB,94,,0,,0,26,66,0.43
9,24,PER,Peru,1995-04-13,1995-04-13,2021-06-30,008000,https://cdn5.wyscout.com/photos/team/public/3282_120x120.png,León,Liga MX,left,Pedro Jesús Aquino Sánchez,2,2,175,180962,https://cdn5.wyscout.com/photos/players/public/66573_100x130.png,1500000,956,P. Aquino,False,['PER'],['Peru'],"['RDMF', 'LDMF', 'RCMF']",RDMF,35,LDMF,30,RCMF,16,15,72,1.26
10,25,MEX,Mexico,1994-05-24,1994-05-24,,ff0000,https://cdn5.wyscout.com/photos/team/public/874_120x120.png,Toluca,Liga MX,right,Leonel  López González,0,0,174,303025,https://cdn5.wyscout.com/photos/players/public/g303025_100x130.png,1500000,499,L. López,False,['MEX'],['Mexico'],"['LDMF', 'RCMF', 'LCMF']",LDMF,32,RCMF,23,LCMF,19,11,65,0.35
11,25,MEX,Mexico,1993-09-28,1993-09-28,,000000,https://cdn5.wyscout.com/photos/team/public/873_120x120.png,Pumas UNAM,Liga MX,left,Alan Omar Mendoza López,3,3,176,233606,https://cdn5.wyscout.com/photos/players/public/g233606_100x130.png,1500000,1631,A. Mendoza,False,['MEX'],['Mexico'],"['LB', 'LCB']",LB,73,LCB,22,,0,22,75,1.36
12,32,PRY,Paraguay,1986-08-24,1986-08-24,,0000ff,https://cdn5.wyscout.com/photos/team/public/1648_120x120.png,Querétaro,Liga MX,left,Miguel Ángel Ramón Samudio,1,1,175,23736,https://cdn5.wyscout.com/photos/players/public/8159_100x130.png,1500000,1615,M. Samudio,False,['PRY'],['Paraguay'],"['LB', 'LB5']",LB,77,LB5,14,,0,19,76,0.63
13,32,MEX,Mexico,1987-07-31,1987-07-31,2020-05-31,0000ff,https://cdn5.wyscout.com/photos/team/public/463_120x120.png,Pachuca,Liga MX,left,Alfonso Blanco Antúnez,0,0,182,63609,https://cdn5.wyscout.com/photos/players/public/31350_100x130.png,1500000,3131,A. Blanco,False,['MEX'],['Mexico'],['GK'],GK,100,,0,,0,33,91,0.0
14,25,COL,Colombia,1994-06-19,1994-06-19,,0000ff,https://cdn5.wyscout.com/photos/team/public/463_120x120.png,Pachuca,Liga MX,right,Jaine Steven Barreiro Solis,2,2,189,180730,https://cdn5.wyscout.com/photos/players/public/66712_100x130.png,1500000,2200,S. Barreiro,False,['COL'],['Colombia'],['RCB'],RCB,93,,0,,0,25,79,1.92
15,29,MEX,Mexico,1989-09-26,1989-09-26,2019-12-31,ff0000,https://cdn5.wyscout.com/photos/team/public/526_120x120.png,Atlas,Liga MX,right,Jesús Antonio Isijara Rodríguez,5,5,180,89719,https://cdn5.wyscout.com/photos/players/public/35634_100x130.png,1500000,2462,J. Isijara,False,['MEX'],['Mexico'],['RW'],RW,71,,0,,0,29,76,3.37
16,26,URY,Uruguay,1993-03-31,1993-03-31,,ff0000,https://cdn5.wyscout.com/photos/team/public/526_120x120.png,Atlas,Liga MX,right,Facundo Barceló Viera,2,2,183,285125,https://cdn5.wyscout.com/photos/players/public/g285125_100x130.png,1500000,994,F. Barceló,False,['URY'],['Uruguay'],['CF'],CF,99,,0,,0,14,76,2.66
17,22,CHL,Chile,1996-12-04,1996-12-04,2022-06-30,000000,https://cdn5.wyscout.com/photos/team/public/913_120x120.png,Morelia,Liga MX,left,Sebastián Ignacio Vegas Orellana,4,4,184,290522,https://cdn5.wyscout.com/photos/players/public/76819_100x130.png,1500000,2505,S. Vegas,False,['CHL'],['Chile'],"['LCB', 'LB']",LCB,50,LB,43,,0,27,80,1.73
18,28,CHL,Chile,1991-01-31,1991-01-31,,ff0000,https://cdn5.wyscout.com/photos/team/public/682_120x120.png,Veracruz,Liga MX,right,Bryan Paul Carrasco Santos,5,5,172,96445,https://cdn5.wyscout.com/photos/players/public/49359_100x130.png,1500000,2198,B. Carrasco,False,['CHL'],['Chile'],"['RW', 'RAMF', 'RB']",RW,42,RAMF,25,RB,23,31,70,4.21
19,27,URY,Uruguay,1992-04-12,1992-04-12,,ff0000,https://cdn5.wyscout.com/photos/team/public/682_120x120.png,Veracruz,Liga MX,right,Adrián Nicolás Luna Retamar,1,1,169,103093,https://cdn5.wyscout.com/photos/players/public/36988_100x130.png,1500000,2122,A. Luna,False,['URY'],['Uruguay'],"['LW', 'RW', 'AMF']",LW,36,RW,16,AMF,13,28,60,1.75
20,25,CHL,Chile,1994-05-16,1994-05-16,,008000,https://cdn5.wyscout.com/photos/team/public/589_120x120.png,Santos Laguna,Liga MX,right,Bryan Martín Rabello Mella,1,1,167,145188,https://cdn5.wyscout.com/photos/players/public/56669_100x130.png,1500000,2800,B. Rabello,False,['CHL'],['Chile'],"['LCMF', 'AMF', 'LCMF3']",LCMF,23,AMF,20,LCMF3,20,32,70,2.38
21,32,MEX,Mexico,1986-09-14,1986-09-14,2020-05-31,ff0000,https://cdn5.wyscout.com/photos/team/public/3288_120x120.png,Tijuana,Liga MX,left,Luis Fernando Fuentes Vargas,2,2,172,42042,https://cdn5.wyscout.com/photos/players/public/35623_100x130.png,1500000,3341,L. Fuentes,False,['MEX'],['Mexico'],['LB'],LB,95,,0,,0,37,64,0.86
22,30,MEX,Mexico,1988-10-28,1988-10-28,2020-07-30,ff0000,https://cdn5.wyscout.com/photos/team/public/3288_120x120.png,Tijuana,Liga MX,right,Omar Israel Mendoza Martín,0,0,173,44244,https://cdn5.wyscout.com/photos/players/public/82234_100x130.png,1500000,2598,O. Mendoza,False,['MEX'],['Mexico'],['RB'],RB,94,,0,,0,29,71,0.54
23,25,MEX,Mexico,1993-12-25,1993-12-25,2020-09-01,ff0000,https://cdn5.wyscout.com/photos/team/public/3288_120x120.png,Tijuana,Liga MX,right,Manuel Gibran Lajud Bojalil,0,0,188,255520,https://cdn5.wyscout.com/photos/players/public/g255520_100x130.png,1500000,3439,M. Lajud,False,['MEX'],['Mexico'],['GK'],GK,100,,0,,0,36,85,0.0
24,29,ARG,Argentina,1989-10-18,1989-10-18,,ff0000,https://cdn5.wyscout.com/photos/team/public/874_120x120.png,Toluca,Liga MX,right,Omar Fernando Tobio,2,2,190,35360,https://cdn5.wyscout.com/photos/players/public/27191_100x130.png,1500000,2199,F. Tobio,False,"['ARG', 'ITA']","['Argentina', 'Italy']","['LCB', 'RCB3', 'RCB']",LCB,59,RCB3,18,RCB,18,26,85,1.23
25,33,ARG,Argentina,1985-10-14,1985-10-14,,0000ff,https://cdn5.wyscout.com/photos/team/public/463_120x120.png,Pachuca,Liga MX,right,Gustavo Daniel Cabral Cáceres,0,0,182,15074,https://cdn5.wyscout.com/photos/players/public/2022_100x130.png,1500000,194,G. Cabral,False,"['ARG', 'ESP']","['Argentina', 'Spain']","['RCB', 'CB']",RCB,89,CB,10,,0,2,81,0.0
26,26,MEX,Mexico,1993-02-23,1993-02-23,,0000ff,https://cdn5.wyscout.com/photos/team/public/463_120x120.png,Pachuca,Liga MX,right,Raúl López Gómez,1,1,185,281897,https://cdn5.wyscout.com/photos/players/public/g281897_100x130.png,1500000,2313,R. López,False,['MEX'],['Mexico'],"['RB', 'RB5']",RB,78,RB5,11,,0,27,74,0.59
27,21,MEX,Mexico,1997-09-28,1997-09-28,2022-06-30,ff0000,https://cdn5.wyscout.com/photos/team/public/682_120x120.png,Veracruz,Liga MX,right,Sebastián Jurado Roca,0,0,185,449816,https://cdn5.wyscout.com/photos/players/public/g449816_100x130.png,1500000,1902,S. Jurado,False,['MEX'],['Mexico'],['GK'],GK,100,,0,,0,20,80,0.0
28,30,COL,Colombia,1989-04-26,1989-04-26,,ff0000,https://cdn5.wyscout.com/photos/team/public/682_120x120.png,Veracruz,Liga MX,right,Leiton Jiménez Romero,0,0,181,74139,https://cdn5.wyscout.com/photos/players/public/35168_100x130.png,1500000,2024,L. Jiménez,False,['COL'],['Colombia'],['LCB'],LCB,100,,0,,0,23,78,1.85
29,31,ARG,Argentina,1988-04-12,1988-04-12,,ff0000,https://cdn5.wyscout.com/photos/team/public/526_120x120.png,Atlas,Liga MX,left,Ricardo Gabriel Álvarez,0,0,188,80361,https://cdn5.wyscout.com/photos/players/public/27192_100x130.png,1500000,587,R. Álvarez,False,"['ARG', 'ITA']","['Argentina', 'Italy']","['AMF', 'RW']",AMF,52,RW,33,,0,13,84,0.47
0,33,PRY,Paraguay,1986-04-08,1986-04-08,,ff0000,https://cdn5.wyscout.com/photos/team/public/526_120x120.png,Atlas,Liga MX,right,Osvaldo David Martínez Arce,5,5,167,27960,https://cdn5.wyscout.com/photos/players/public/8155_100x130.png,1500000,3138,O. Martínez,False,['PRY'],['Paraguay'],['RCMF'],RCMF,73,,0,,0,35,67,5.42
1,32,URY,Uruguay,1986-08-19,1986-08-19,,000000,https://cdn5.wyscout.com/photos/team/public/913_120x120.png,Morelia,Liga MX,right,Carlos Sebastián Sosa Silva,0,0,184,57212,https://cdn5.wyscout.com/photos/players/public/23951_100x130.png,1500000,2758,S. Sosa,False,['URY'],['Uruguay'],['GK'],GK,100,,0,,0,29,77,0.0
