,VehicleNo,TripId,RouteNo,Direction,Destination,Pattern,Latitude,Longitude,RecordedTime,RouteMap
175,18115,10799961,321,NORTH,SURREY CTRL STN,N8LD7,49.115967,-122.844633,11:55:19 am,{'Href': 'https://nb.translink.ca/geodata/321.kmz'}
176,18116,10799108,319,SOUTH,NEWTON EXCH,SB6,49.135267,-122.88465,11:55:15 am,{'Href': 'https://nb.translink.ca/geodata/319.kmz'}
177,18117,10803811,364,WEST,SCOTTSDALE,WB1,49.11895,-122.757467,11:55:34 am,{'Href': 'https://nb.translink.ca/geodata/364.kmz'}
178,18120,10799049,319,NORTH,SCOTT RD STN,NB1,49.14905,-122.8903,11:55:03 am,{'Href': 'https://nb.translink.ca/geodata/319.kmz'}
179,18122,10810728,595,NORTH,MAPLE MEADOWS STN,NB1,49.139733,-122.645867,11:55:26 am,{'Href': 'https://nb.translink.ca/geodata/595.kmz'}
180,18123,10808736,501,NORTH,SURREY CTRL STN,NB1L,49.15645,-122.6679,11:54:38 am,{'Href': 'https://nb.translink.ca/geodata/501.kmz'}
181,18124,10800820,324,SOUTH,NEWTON EXCH,SB1,49.130717,-122.85665,11:55:21 am,{'Href': 'https://nb.translink.ca/geodata/324.kmz'}
182,18127,10799107,319,SOUTH,NEWTON EXCH,SB6,49.133567,-122.851233,11:55:05 am,{'Href': 'https://nb.translink.ca/geodata/319.kmz'}
183,18128,10826306,503,EAST,FRASER HWY EXP/ALDERGROVE,EB1,49.188817,-122.848617,11:53:51 am,{'Href': 'https://nb.translink.ca/geodata/503.kmz'}
184,18131,10800584,323,SOUTH,NEWTON EXCH,SB1,49.140933,-122.8624,11:54:47 am,{'Href': 'https://nb.translink.ca/geodata/323.kmz'}
185,18132,10826796,502,EAST,LANGLEY CTR,EB7,49.189767,-122.847733,11:49:39 am,{'Href': 'https://nb.translink.ca/geodata/502.kmz'}
186,18133,10804511,375,SOUTH,WHITE ROCK S.,SB1,49.171267,-122.801317,11:55:22 am,{'Href': 'https://nb.translink.ca/geodata/375.kmz'}
187,18134,10799051,319,NORTH,SCOTT RD STN,NB1,49.133633,-122.8445,11:54:15 am,{'Href': 'https://nb.translink.ca/geodata/319.kmz'}
188,18137,10802280,341,NORTH,GUILDFORD,NB1E,49.1387,-122.823317,11:54:56 am,{'Href': 'https://nb.translink.ca/geodata/341.kmz'}
189,18141,10800585,323,SOUTH,NEWTON EXCH,SB1,49.190967,-122.845267,11:55:05 am,{'Href': 'https://nb.translink.ca/geodata/323.kmz'}
190,18143,10799048,319,NORTH,SCOTT RD STN,NB1,49.181217,-122.890083,11:54:35 am,{'Href': 'https://nb.translink.ca/geodata/319.kmz'}
191,18144,10826293,503,EAST,FRASER HWY EXP/ALDERGROVE,EB1,49.10635,-122.663117,11:54:35 am,{'Href': 'https://nb.translink.ca/geodata/503.kmz'}
192,18149,10826865,502,WEST,SURREY CTRL STN,WB7,49.11955,-122.692533,11:55:34 am,{'Href': 'https://nb.translink.ca/geodata/502.kmz'}
193,18151,10799109,319,SOUTH,NEWTON EXCH,SB6,49.139867,-122.890433,11:55:19 am,{'Href': 'https://nb.translink.ca/geodata/319.kmz'}
194,18152,10801229,329,NORTH,SURREY CTRL STN,NB1L,49.173933,-122.890133,11:54:48 am,{'Href': 'https://nb.translink.ca/geodata/329.kmz'}
195,18154,10812148,640,NORTH,SCOTT RD STN,NB4,49.08755,-123.0621,11:55:13 am,{'Href': 'https://nb.translink.ca/geodata/640.kmz'}
196,18155,10808756,501,NORTH,SURREY CTRL STN,NB1L,49.106233,-122.653867,11:55:13 am,{'Href': 'https://nb.translink.ca/geodata/501.kmz'}
197,18157,10826371,503,WEST,FRASER HWY EXP/SURREY CTRL STN,WB1,49.0591,-122.470717,11:54:32 am,{'Href': 'https://nb.translink.ca/geodata/503.kmz'}
198,18158,10799951,321,NORTH,SURREY CTRL STN,N8LD7,49.162633,-122.845667,11:55:30 am,{'Href': 'https://nb.translink.ca/geodata/321.kmz'}
199,18164,10804521,375,SOUTH,WHITE ROCK S.,SB1,49.044833,-122.8012,11:55:22 am,{'Href': 'https://nb.translink.ca/geodata/375.kmz'}
200,18165,10798588,316,SOUTH,SCOTTSDALE,SB1A,49.177133,-122.880617,11:54:56 am,{'Href': 'https://nb.translink.ca/geodata/316.kmz'}
201,18166,10800999,325,NORTH,SURREY CTRL STN,NB1L,49.145133,-122.834517,11:55:33 am,{'Href': 'https://nb.translink.ca/geodata/325.kmz'}
202,18168,10799111,319,SOUTH,NEWTON EXCH,SB6,49.204017,-122.87545,11:52:36 am,{'Href': 'https://nb.translink.ca/geodata/319.kmz'}
203,18169,10826891,502,WEST,SURREY CTRL STN,WB7,49.160133,-122.785933,11:54:30 am,{'Href': 'https://nb.translink.ca/geodata/502.kmz'}
204,18170,10799110,319,SOUTH,NEWTON EXCH,SB6,49.17215,-122.890283,11:54:32 am,{'Href': 'https://nb.translink.ca/geodata/319.kmz'}
205,18173,10798435,314,WEST,SUNBURY,WB3,49.17025,-122.8801,11:55:03 am,{'Href': 'https://nb.translink.ca/geodata/314.kmz'}
206,18175,10799945,321,NORTH,SURREY CTRL STN,N8LD7,49.032433,-122.801117,11:50:59 am,{'Href': 'https://nb.translink.ca/geodata/321.kmz'}
207,18178,10799050,319,NORTH,SCOTT RD STN,NB1,49.13565,-122.884617,11:55:01 am,{'Href': 'https://nb.translink.ca/geodata/319.kmz'}
208,18180,10800784,324,NORTH,SURREY CTRL STN,NB1L,49.141683,-122.856717,11:54:34 am,{'Href': 'https://nb.translink.ca/geodata/324.kmz'}
209,18183,10799924,321,NORTH,SURREY CTRL STN,N8LD7,49.059567,-122.8107,11:55:28 am,{'Href': 'https://nb.translink.ca/geodata/321.kmz'}
210,18185,10801034,325,SOUTH,NEWTON EXCH,SB1,49.187783,-122.840467,11:55:22 am,{'Href': 'https://nb.translink.ca/geodata/325.kmz'}
211,18189,10801475,335,WEST,SURREY CTRL STN,WB1N,49.150867,-122.8012,11:55:13 am,{'Href': 'https://nb.translink.ca/geodata/335.kmz'}
212,18190,10799522,320,EAST,LANGLEY CTR,EB1,49.145583,-122.75655,11:54:03 am,{'Href': 'https://nb.translink.ca/geodata/320.kmz'}
213,18192,10800026,321,SOUTH,WHITE ROCK CTR,S9DB7,49.188817,-122.848783,11:42:20 am,{'Href': 'https://nb.translink.ca/geodata/321.kmz'}
214,18193,10799619,320,WEST,SURREY CTRL STN,WB3L,49.191617,-122.847583,11:54:50 am,{'Href': 'https://nb.translink.ca/geodata/320.kmz'}
215,18199,10785149,144,SOUTH,METROTOWN STN,SB1,49.278383,-122.912817,11:54:47 am,{'Href': 'https://nb.translink.ca/geodata/144.kmz'}
216,18201,10780067,104,SOUTH,ANNACIS ISLAND,SB1,49.17785,-122.93625,11:55:50 am,{'Href': 'https://nb.translink.ca/geodata/104.kmz'}
217,18205,10807740,410,WEST,BRIGHOUSE STN,W1,49.181367,-122.965267,11:55:46 am,{'Href': 'https://nb.translink.ca/geodata/410.kmz'}
218,18301,10773498,041,WEST,TO CROWN,WB23,49.238233,-123.030833,11:48:43 am,{'Href': 'https://nb.translink.ca/geodata/041.kmz'}
219,18303,10763546,007,EAST,NANAIMO STN,EB1,49.234767,-123.18535,11:55:22 am,{'Href': 'https://nb.translink.ca/geodata/007.kmz'}
220,18304,10771430,025,WEST,UBC,WB1DT,49.2485,-123.0733,11:54:54 am,{'Href': 'https://nb.translink.ca/geodata/025.kmz'}
221,18305,10765067,009,WEST,ALMA,WB28A,49.263567,-123.136717,11:54:43 am,{'Href': 'https://nb.translink.ca/geodata/009.kmz'}
222,18306,10822855,015,NORTH,OLYMPIC VILLAGE STN,NB1,49.24145,-123.1183,11:55:16 am,{'Href': 'https://nb.translink.ca/geodata/015.kmz'}
223,18307,10771373,025,EAST,BRENTWOOD STN,EB1DT,49.249917,-123.184467,11:54:22 am,{'Href': 'https://nb.translink.ca/geodata/025.kmz'}
224,18309,10765745,010,NORTH,DOWNTOWN,NB1,49.234783,-123.1396,11:54:54 am,{'Href': 'https://nb.translink.ca/geodata/010.kmz'}
225,18310,10767388,016,EAST,29TH AVE STN,EB1,49.213917,-123.14845,11:55:28 am,{'Href': 'https://nb.translink.ca/geodata/016.kmz'}
226,18311,10820570,002,EAST,DOWNTOWN,EB1,49.240067,-123.170233,11:55:09 am,{'Href': 'https://nb.translink.ca/geodata/002.kmz'}
227,18312,10770214,022,EAST,KNIGHT,EB2,49.280467,-123.10345,11:54:04 am,{'Href': 'https://nb.translink.ca/geodata/022.kmz'}
228,18313,10823108,050,SOUTH,S. FALSE CREEK VIA GRANVILLE ISL.,SB1,49.2695,-123.138017,11:55:31 am,{'Href': 'https://nb.translink.ca/geodata/050.kmz'}
229,18316,10771437,025,WEST,UBC,WB1DT,49.256933,-123.185117,11:55:15 am,{'Href': 'https://nb.translink.ca/geodata/025.kmz'}
230,18317,10770218,022,EAST,KNIGHT,EB2,49.2343,-123.077083,11:54:51 am,{'Href': 'https://nb.translink.ca/geodata/022.kmz'}
231,18318,10771438,025,WEST,UBC,WB1DT,49.2562,-123.23505,11:54:30 am,{'Href': 'https://nb.translink.ca/geodata/025.kmz'}
232,18320,10773631,041,WEST,TO CROWN,WB23,49.232867,-123.087933,11:55:14 am,{'Href': 'https://nb.translink.ca/geodata/041.kmz'}
233,18322,10773577,041,WEST,UBC,WB1REG,49.232933,-123.091567,11:55:18 am,{'Href': 'https://nb.translink.ca/geodata/041.kmz'}
234,18325,10769491,020,NORTH,DOWNTOWN,NB1,49.283133,-123.1105,11:55:23 am,{'Href': 'https://nb.translink.ca/geodata/020.kmz'}
235,18326,10773467,041,EAST,JOYCE STN,EB1REG,49.2571,-123.237633,11:54:32 am,{'Href': 'https://nb.translink.ca/geodata/041.kmz'}
236,18328,10822915,015,SOUTH,CAMBIE,SB1,49.229367,-123.116517,11:55:14 am,{'Href': 'https://nb.translink.ca/geodata/015.kmz'}
237,18331,10775994,084,EAST,VCC-CLARK STN,EB1,49.26865,-123.099817,11:54:48 am,{'Href': 'https://nb.translink.ca/geodata/084.kmz'}
238,18332,10823105,050,SOUTH,S. FALSE CREEK VIA GRANVILLE ISL.,SB1,49.279367,-123.105433,11:47:56 am,{'Href': 'https://nb.translink.ca/geodata/050.kmz'}
239,18333,10766408,014,WEST,U B C,WB1,49.28115,-123.048117,11:54:31 am,{'Href': 'https://nb.translink.ca/geodata/014.kmz'}
240,18336,10772987,033,WEST,U B C,WB1,49.24435,-123.045583,11:53:11 am,{'Href': 'https://nb.translink.ca/geodata/033.kmz'}
241,18337,10823026,050,NORTH,WATERFRONT STN,NB1,49.2845,-123.115067,11:54:32 am,{'Href': 'https://nb.translink.ca/geodata/050.kmz'}
242,18338,10773569,041,WEST,UBC,WB1REG,49.238417,-123.030933,11:54:12 am,{'Href': 'https://nb.translink.ca/geodata/041.kmz'}
243,18340,10771374,025,EAST,BRENTWOOD STN,EB1DT,49.2493,-123.1387,11:54:45 am,{'Href': 'https://nb.translink.ca/geodata/025.kmz'}
244,18341,10773604,041,WEST,UBC,WB1REG,49.232933,-123.04655,11:55:22 am,{'Href': 'https://nb.translink.ca/geodata/041.kmz'}
245,18343,10821695,006,WEST,DAVIE,WB1,49.28115,-123.110583,11:55:18 am,{'Href': 'https://nb.translink.ca/geodata/006.kmz'}
246,18344,10771375,025,EAST,BRENTWOOD STN,EB1DT,49.2485,-123.075517,11:54:50 am,{'Href': 'https://nb.translink.ca/geodata/025.kmz'}
247,18346,10761147,003,SOUTH,MAIN-MARINE DR STN,SB2,49.24835,-123.101183,11:55:24 am,{'Href': 'https://nb.translink.ca/geodata/003.kmz'}
248,18347,10767389,016,EAST,29TH AVE STN,EB1,49.21375,-123.140783,11:47:32 am,{'Href': 'https://nb.translink.ca/geodata/016.kmz'}
249,18348,10764251,008,WEST,DOWNTOWN,WB1,49.210983,-123.09265,11:53:49 am,{'Href': 'https://nb.translink.ca/geodata/008.kmz'}
250,18349,10820624,002,WEST,MACDONALD - 16TH,WB2,49.286867,-123.121367,11:52:02 am,{'Href': 'https://nb.translink.ca/geodata/002.kmz'}
251,18350,10771377,025,EAST,BRENTWOOD STN,EB1DT,49.247583,-123.005033,11:54:59 am,{'Href': 'https://nb.translink.ca/geodata/025.kmz'}
252,18352,10822854,015,NORTH,OLYMPIC VILLAGE STN,NB1,49.20925,-123.116283,11:49:22 am,{'Href': 'https://nb.translink.ca/geodata/015.kmz'}
253,18354,10764250,008,WEST,DOWNTOWN,WB1,49.211067,-123.093067,11:55:14 am,{'Href': 'https://nb.translink.ca/geodata/008.kmz'}
254,18357,10820506,002,EAST,DOWNTOWN,EB1,49.272583,-123.154333,11:55:01 am,{'Href': 'https://nb.translink.ca/geodata/002.kmz'}
255,18360,10773605,041,WEST,UBC,WB1REG,49.234583,-123.15495,11:54:14 am,{'Href': 'https://nb.translink.ca/geodata/041.kmz'}
256,18361,10765809,010,SOUTH,GRANVILLE,SB1,49.2055,-123.140617,11:54:48 am,{'Href': 'https://nb.translink.ca/geodata/010.kmz'}
257,18362,10822914,015,SOUTH,CAMBIE,SB1,49.261883,-123.114983,11:55:00 am,{'Href': 'https://nb.translink.ca/geodata/015.kmz'}
258,18364,10768645,019,EAST,METROTOWN STN,EB1,49.280417,-123.10345,11:54:25 am,{'Href': 'https://nb.translink.ca/geodata/019.kmz'}
259,18366,10820625,002,WEST,MACDONALD - 16TH,WB2,49.2643,-123.168217,11:54:16 am,{'Href': 'https://nb.translink.ca/geodata/002.kmz'}
260,18370,10820626,002,WEST,MACDONALD,WB1,49.234467,-123.185317,11:55:33 am,{'Href': 'https://nb.translink.ca/geodata/002.kmz'}
261,18371,10770178,022,EAST,KNIGHT,EB2,49.2674,-123.077383,11:55:16 am,{'Href': 'https://nb.translink.ca/geodata/022.kmz'}
262,18373,10773538,041,WEST,TO CROWN,WB23,49.234283,-123.137883,11:55:19 am,{'Href': 'https://nb.translink.ca/geodata/041.kmz'}
263,18376,10764931,009,EAST,BOUNDARY,EB1BDY,49.263467,-123.1308,11:53:43 am,{'Href': 'https://nb.translink.ca/geodata/009.kmz'}
264,18377,10770244,022,WEST,DOWNTOWN,WB2,49.248867,-123.07595,11:55:25 am,{'Href': 'https://nb.translink.ca/geodata/022.kmz'}
265,18380,10768582,019,EAST,METROTOWN STN,EB44K,49.23385,-123.035317,11:55:32 am,{'Href': 'https://nb.translink.ca/geodata/019.kmz'}
266,18381,10776055,084,WEST,UBC,WB1,49.266183,-123.133517,11:54:51 am,{'Href': 'https://nb.translink.ca/geodata/084.kmz'}
267,18383,10772935,033,EAST,29TH AVE STN,EB1,49.257017,-123.121333,11:53:53 am,{'Href': 'https://nb.translink.ca/geodata/033.kmz'}
268,18385,10771428,025,WEST,UBC,WB1DT,49.249283,-123.011533,11:55:24 am,{'Href': 'https://nb.translink.ca/geodata/025.kmz'}
269,18386,10773441,041,EAST,JOYCE STN,EB21,49.2341,-123.132633,11:55:17 am,{'Href': 'https://nb.translink.ca/geodata/041.kmz'}
270,18387,10771431,025,WEST,UBC,WB1DT,49.249267,-123.12535,11:55:34 am,{'Href': 'https://nb.translink.ca/geodata/025.kmz'}
271,18388,10773468,041,EAST,JOYCE STN,EB1REG,49.232967,-123.0986,11:55:15 am,{'Href': 'https://nb.translink.ca/geodata/041.kmz'}
272,18390,10767466,016,WEST,ARBUTUS,WB1,49.262367,-123.044317,11:55:24 am,{'Href': 'https://nb.translink.ca/geodata/016.kmz'}
273,18391,10763632,007,WEST,DUNBAR,WB1,49.27665,-123.126933,11:55:04 am,{'Href': 'https://nb.translink.ca/geodata/007.kmz'}
274,18392,10768018,017,WEST,DOWNTOWN,WB1,49.23435,-123.12795,11:54:51 am,{'Href': 'https://nb.translink.ca/geodata/017.kmz'}
275,18393,10771376,025,EAST,BRENTWOOD STN,EB1DT,49.250617,-123.043333,11:55:25 am,{'Href': 'https://nb.translink.ca/geodata/025.kmz'}
276,18396,10820658,002,WEST,MACDONALD,WB1,49.273433,-123.143383,11:55:04 am,{'Href': 'https://nb.translink.ca/geodata/002.kmz'}
277,18398,10767385,016,EAST,29TH AVE STN,EB1,49.26435,-123.138533,11:55:13 am,{'Href': 'https://nb.translink.ca/geodata/016.kmz'}
278,18400,10766400,014,WEST,U B C,WB1,49.275767,-123.128317,11:55:22 am,{'Href': 'https://nb.translink.ca/geodata/014.kmz'}
279,18402,10772936,033,EAST,29TH AVE STN,EB1,49.267667,-123.247267,11:51:40 am,{'Href': 'https://nb.translink.ca/geodata/033.kmz'}
280,18404,10821471,005,WEST,ROBSON,WB1,49.279883,-123.112433,11:55:14 am,{'Href': 'https://nb.translink.ca/geodata/005.kmz'}
281,18454,10802951,351,SOUTH,CRESCENT BEACH,SB1,49.089417,-122.849817,11:54:35 am,{'Href': 'https://nb.translink.ca/geodata/351.kmz'}
282,18457,10797971,301,WEST,BRIGHOUSE STN,WB2N,49.132667,-122.843033,11:55:13 am,{'Href': 'https://nb.translink.ca/geodata/301.kmz'}
283,18460,10810999,601,SOUTH,SOUTH DELTA,SB1,49.056717,-123.07695,11:55:53 am,{'Href': 'https://nb.translink.ca/geodata/601.kmz'}
284,18468,10810989,601,SOUTH,SOUTH DELTA,SB1,49.132633,-123.087,11:55:10 am,{'Href': 'https://nb.translink.ca/geodata/601.kmz'}
285,18469,10802839,351,NORTH,BRIDGEPORT STN,NB1,49.031167,-122.82255,11:55:32 am,{'Href': 'https://nb.translink.ca/geodata/351.kmz'}
286,18471,10802827,351,NORTH,BRIDGEPORT STN,NB1WR,49.04965,-122.801167,11:55:35 am,{'Href': 'https://nb.translink.ca/geodata/351.kmz'}
287,18501,11153101,214,EAST,BLUERIDGE,E2C,49.326283,-123.004767,11:55:24 am,{'Href': 'https://nb.translink.ca/geodata/214.kmz'}
288,18502,11153152,215,EAST,INDIAN RIVER,EB1,49.305567,-123.028467,11:54:02 am,{'Href': 'https://nb.translink.ca/geodata/215.kmz'}
289,18503,11153344,251,WEST,QUEENS,WB1NEW,49.341833,-123.163867,11:55:37 am,{'Href': 'https://nb.translink.ca/geodata/251.kmz'}
290,18505,11153310,256,SOUTH,PARK ROYAL,SB1,49.326917,-123.139083,11:55:36 am,{'Href': 'https://nb.translink.ca/geodata/256.kmz'}
291,18506,11153217,227,NORTH,LYNN VALLEY CTR VIA LYNN CANYON PARK,NB1,49.319583,-123.03455,11:55:52 am,{'Href': 'https://nb.translink.ca/geodata/227.kmz'}
292,18518,10786033,147,EAST,EDMONDS STN,EB1,49.2227,-123.008967,11:55:51 am,{'Href': 'https://nb.translink.ca/geodata/147.kmz'}
293,18521,10784092,132,SOUTH,HASTINGS AT GILMORE,SB1,49.2863,-122.98435,11:55:51 am,{'Href': 'https://nb.translink.ca/geodata/132.kmz'}
294,18522,10770883,023,WEST,BEACH,WB1,49.27305,-123.0986,11:54:55 am,{'Href': 'https://nb.translink.ca/geodata/023.kmz'}
295,18523,10780200,105,EAST,UPTOWN,EB1,49.223717,-122.909533,11:54:48 am,{'Href': 'https://nb.translink.ca/geodata/105.kmz'}
296,19001,10797464,257,EAST,VANCOUVER,E1,49.343633,-123.162133,11:55:51 am,{'Href': 'https://nb.translink.ca/geodata/257.kmz'}
297,19004,10778413,099,WEST,UBC B-LINE,W1,49.263267,-123.113867,11:55:54 am,{'Href': 'https://nb.translink.ca/geodata/099.kmz'}
298,19006,10776509,095,EAST,SFU B-LINE,E1,49.2852,-123.119817,11:55:49 am,{'Href': 'https://nb.translink.ca/geodata/095.kmz'}
299,19009,10778338,099,WEST,UBC B-LINE,W1,49.263317,-123.0688,11:55:40 am,{'Href': 'https://nb.translink.ca/geodata/099.kmz'}
300,19013,10797516,257,WEST,HORSESHOE BAY,W1,49.328233,-123.1559,11:55:42 am,{'Href': 'https://nb.translink.ca/geodata/257.kmz'}
301,19016,10778414,099,WEST,UBC B-LINE,W1,49.263417,-123.1241,11:55:27 am,{'Href': 'https://nb.translink.ca/geodata/099.kmz'}
302,19021,10778415,099,WEST,UBC B-LINE,W1,49.264117,-123.1675,11:55:29 am,{'Href': 'https://nb.translink.ca/geodata/099.kmz'}
303,19022,10785462,145,NORTH,SFU,NB1,49.280667,-122.912133,11:55:44 am,{'Href': 'https://nb.translink.ca/geodata/145.kmz'}
304,19027,10797449,257,EAST,VANCOUVER,E1,49.288983,-123.12555,11:55:46 am,{'Href': 'https://nb.translink.ca/geodata/257.kmz'}
305,19028,10778269,099,EAST,COMM'L-BDWAY STN,E1,49.263083,-123.108833,11:55:30 am,{'Href': 'https://nb.translink.ca/geodata/099.kmz'}
306,19029,10785485,145,NORTH,SFU,NB1,49.2538,-122.91795,11:55:28 am,{'Href': 'https://nb.translink.ca/geodata/145.kmz'}
307,19030,10776571,095,EAST,SFU B-LINE,E1,49.285383,-123.1196,11:55:46 am,{'Href': 'https://nb.translink.ca/geodata/095.kmz'}
308,19032,10778299,099,WEST,UBC B-LINE,W1,49.262567,-123.090067,11:55:38 am,{'Href': 'https://nb.translink.ca/geodata/099.kmz'}
309,19034,10776574,095,EAST,SFU B-LINE,E1,49.280283,-122.98165,11:55:40 am,{'Href': 'https://nb.translink.ca/geodata/095.kmz'}
310,19037,10776573,095,EAST,SFU B-LINE,E1,49.281117,-123.036483,11:55:53 am,{'Href': 'https://nb.translink.ca/geodata/095.kmz'}
311,19038,10778195,099,EAST,COMM'L-BDWAY STN,E1,49.2638,-123.208033,11:55:31 am,{'Href': 'https://nb.translink.ca/geodata/099.kmz'}
312,19040,10797518,257,WEST,HORSESHOE BAY,W1,49.28135,-123.112967,11:55:48 am,{'Href': 'https://nb.translink.ca/geodata/257.kmz'}
313,19042,10778267,099,EAST,COMM'L-BDWAY STN,E1,49.26365,-123.1456,11:55:36 am,{'Href': 'https://nb.translink.ca/geodata/099.kmz'}
314,19044,10778265,099,EAST,COMM'L-BDWAY STN,E1,49.26745,-123.246883,11:55:31 am,{'Href': 'https://nb.translink.ca/geodata/099.kmz'}
315,19101,10812152,640,NORTH,SCOTT RD STN,NB4,49.190617,-122.891617,11:55:28 am,{'Href': 'https://nb.translink.ca/geodata/640.kmz'}
316,19103,10808743,501,NORTH,SURREY CTRL STN,NB1L,49.177017,-122.670117,11:55:49 am,{'Href': 'https://nb.translink.ca/geodata/501.kmz'}
317,19105,10812180,640,SOUTH,LADNER EXCH,SB1,49.152817,-122.956283,11:55:50 am,{'Href': 'https://nb.translink.ca/geodata/640.kmz'}
318,19110,10826384,503,WEST,FRASER HWY EXP/SURREY CTRL STN,WB1,49.101033,-122.624533,11:53:57 am,{'Href': 'https://nb.translink.ca/geodata/503.kmz'}
319,19111,10799502,320,EAST,LANGLEY CTR,EB1,49.191467,-122.827667,11:55:09 am,{'Href': 'https://nb.translink.ca/geodata/320.kmz'}
320,19112,10801425,335,EAST,NEWTON  EXCH,EB1N,49.1555,-122.790883,11:55:28 am,{'Href': 'https://nb.translink.ca/geodata/335.kmz'}
321,19113,10802475,342,EAST,LANGELY CTR,EB1,49.1043,-122.662933,11:54:47 am,{'Href': 'https://nb.translink.ca/geodata/342.kmz'}
322,19115,10800512,323,NORTH,SURREY CTRL STN,NB1L,49.191717,-122.866567,11:55:50 am,{'Href': 'https://nb.translink.ca/geodata/323.kmz'}
323,19128,10800048,321,SOUTH,WHITE ROCK CTR,S9DB7,49.066933,-122.820083,11:55:29 am,{'Href': 'https://nb.translink.ca/geodata/321.kmz'}
324,19129,10808803,501,SOUTH,LANGLEY CTR,SB1,49.11695,-122.668683,11:55:20 am,{'Href': 'https://nb.translink.ca/geodata/501.kmz'}
325,19133,10782552,123,EAST,NEW WEST STN,EB1,49.212,-122.925083,11:54:44 am,{'Href': 'https://nb.translink.ca/geodata/123.kmz'}
326,19135,10868961,100,EAST,22ND ST STN,EB1,49.207083,-122.992667,11:55:38 am,{'Href': 'https://nb.translink.ca/geodata/100.kmz'}
327,19136,10782591,123,WEST,BRENTWOOD STN,WB1,49.254683,-123.002533,11:55:08 am,{'Href': 'https://nb.translink.ca/geodata/123.kmz'}
328,19403,10797957,301,WEST,BRIGHOUSE STN,WB2N,49.133917,-122.865383,11:55:26 am,{'Href': 'https://nb.translink.ca/geodata/301.kmz'}
329,19404,10797944,301,EAST,NEWTON EXCH,EB2N,0.0,0.0,11:55:34 am,{'Href': 'https://nb.translink.ca/geodata/301.kmz'}
330,19503,10770855,023,WEST,BEACH,WB1,49.2811,-123.138533,11:55:29 am,{'Href': 'https://nb.translink.ca/geodata/023.kmz'}
331,2102,10767462,016,WEST,ARBUTUS,WB1,49.237983,-123.15545,11:55:48 am,{'Href': 'https://nb.translink.ca/geodata/016.kmz'}
332,2104,10761612,004,WEST,UBC,WB1,49.2877,-123.04455,11:54:14 am,{'Href': 'https://nb.translink.ca/geodata/004.kmz'}
333,2107,10821477,005,WEST,ROBSON,WB1,49.291133,-123.1361,11:55:13 am,{'Href': 'https://nb.translink.ca/geodata/005.kmz'}
334,2108,10821425,005,WEST,ROBSON,WB1,49.282617,-123.1117,11:54:30 am,{'Href': 'https://nb.translink.ca/geodata/005.kmz'}
335,2109,10768683,019,WEST,STANLEY PARK,WB1,49.284217,-123.11405,11:54:09 am,{'Href': 'https://nb.translink.ca/geodata/019.kmz'}
336,2111,10763604,007,WEST,DUNBAR,WB1,49.283567,-123.056517,11:55:38 am,{'Href': 'https://nb.translink.ca/geodata/007.kmz'}
337,2116,10761533,004,EAST,POWELL,EB1,49.282267,-123.0986,11:55:33 am,{'Href': 'https://nb.translink.ca/geodata/004.kmz'}
338,2120,10765080,009,WEST,ALMA,WB1A,49.265583,-123.02505,11:54:36 am,{'Href': 'https://nb.translink.ca/geodata/009.kmz'}
339,2122,10763541,007,EAST,NANAIMO STN,EB1,49.285633,-123.113333,11:55:10 am,{'Href': 'https://nb.translink.ca/geodata/007.kmz'}
340,2123,10768727,019,WEST,STANLEY PARK,WB1,49.23705,-123.0476,11:55:48 am,{'Href': 'https://nb.translink.ca/geodata/019.kmz'}
341,2124,10766410,014,WEST,U B C,WB1,49.281283,-123.026217,11:49:06 am,{'Href': 'https://nb.translink.ca/geodata/014.kmz'}
342,2125,10763551,007,EAST,NANAIMO STN,EB1,49.2848,-123.061117,11:55:14 am,{'Href': 'https://nb.translink.ca/geodata/007.kmz'}
343,2127,10767383,016,EAST,29TH AVE STN,EB1,49.281283,-123.09635,11:55:25 am,{'Href': 'https://nb.translink.ca/geodata/016.kmz'}
344,2128,10768610,019,EAST,METROTOWN STN,EB1,49.248667,-123.0727,11:55:32 am,{'Href': 'https://nb.translink.ca/geodata/019.kmz'}
345,2129,10768603,019,EAST,METROTOWN STN,EB1,49.231067,-123.0074,11:55:09 am,{'Href': 'https://nb.translink.ca/geodata/019.kmz'}
346,2132,10766407,014,WEST,U B C,WB1,49.28125,-123.094033,11:55:22 am,{'Href': 'https://nb.translink.ca/geodata/014.kmz'}
347,2135,10763544,007,EAST,NANAIMO STN,EB1,49.26805,-123.148,11:54:55 am,{'Href': 'https://nb.translink.ca/geodata/007.kmz'}
348,2137,10767516,016,WEST,ARBUTUS,WB1,49.28175,-123.105817,11:55:26 am,{'Href': 'https://nb.translink.ca/geodata/016.kmz'}
349,2141,10765014,009,WEST,ALMA,WB1A,49.2619,-123.039617,11:55:45 am,{'Href': 'https://nb.translink.ca/geodata/009.kmz'}
350,2145,10764952,009,EAST,COMM'L-BDWAY STN,EB31,49.263217,-123.115183,11:54:42 am,{'Href': 'https://nb.translink.ca/geodata/009.kmz'}
351,2151,10763595,007,WEST,DUNBAR,WB1,49.249217,-123.056617,11:52:54 am,{'Href': 'https://nb.translink.ca/geodata/007.kmz'}
352,2153,10767957,017,WEST,DOWNTOWN,WB1,49.26335,-123.123067,11:55:34 am,{'Href': 'https://nb.translink.ca/geodata/017.kmz'}
