,VehicleNo,TripId,RouteNo,Direction,Destination,Pattern,Latitude,Longitude,RecordedTime,RouteMap
172,16506,10813285,746,WEST,HANEY PLACE VIA PT HANEY STN,WB2,49.212567,-122.6061,04:46:14 pm,{'Href': 'https://nb.translink.ca/geodata/746.kmz'}
173,16507,10790858,186,NORTH,HAMPTON PARK,NB1,49.301717,-122.7847,04:47:03 pm,{'Href': 'https://nb.translink.ca/geodata/186.kmz'}
174,16508,10789402,174,WEST,COQ CTRL STN,WB1,49.268083,-122.7955,04:47:15 pm,{'Href': 'https://nb.translink.ca/geodata/174.kmz'}
175,16509,10789175,173,WEST,COQ CTRL STN,WB1,49.263033,-122.7816,04:46:19 pm,{'Href': 'https://nb.translink.ca/geodata/173.kmz'}
176,16510,10788980,172,WEST,COQ CTRL STN,WB1,49.272233,-122.787317,04:47:01 pm,{'Href': 'https://nb.translink.ca/geodata/172.kmz'}
177,16511,10789876,181,NORTH,IOCO,NB1,49.2777,-122.8462,04:47:17 pm,{'Href': 'https://nb.translink.ca/geodata/181.kmz'}
178,16514,10790410,184,NORTH,NOONS CREEK,NB1,49.288967,-122.8262,04:47:26 pm,{'Href': 'https://nb.translink.ca/geodata/184.kmz'}
179,16517,10790925,186,SOUTH,COQ CTRL STN,SB1,49.2765,-122.797183,04:47:22 pm,{'Href': 'https://nb.translink.ca/geodata/186.kmz'}
180,16518,10780908,109,SOUTH,NEW WEST STN,SB1,49.205917,-122.9027,04:46:59 pm,{'Href': 'https://nb.translink.ca/geodata/109.kmz'}
181,16519,10791093,187,NORTH,PANORAMA,NB2,49.276,-122.798367,04:44:34 pm,{'Href': 'https://nb.translink.ca/geodata/187.kmz'}
182,16520,10788744,171,EAST,FREMONT,EB1,49.263333,-122.766667,04:46:28 pm,{'Href': 'https://nb.translink.ca/geodata/171.kmz'}
183,16522,10790892,186,SOUTH,COQ CTRL STN,SB2,49.2987,-122.780567,04:47:08 pm,{'Href': 'https://nb.translink.ca/geodata/186.kmz'}
184,16523,10780907,109,SOUTH,NEW WEST STN,SB1,49.248067,-122.894317,04:46:08 pm,{'Href': 'https://nb.translink.ca/geodata/109.kmz'}
185,16524,10813049,743,WEST,MEADOWTOWN,WB1,49.213133,-122.6319,04:47:13 pm,{'Href': 'https://nb.translink.ca/geodata/743.kmz'}
186,16529,10790020,182,SOUTH,MOODY CTR STN,SB2,49.2894,-122.833233,04:47:05 pm,{'Href': 'https://nb.translink.ca/geodata/182.kmz'}
187,16531,10813007,743,EAST,HANEY PLACE,EB1,49.212283,-122.6589,04:46:49 pm,{'Href': 'https://nb.translink.ca/geodata/743.kmz'}
188,16532,10791143,187,NORTH,PARKWAY,NB1,49.3078,-122.787217,04:46:57 pm,{'Href': 'https://nb.translink.ca/geodata/187.kmz'}
189,16533,10813322,748,EAST,THORNHILL,EB1PH,49.216917,-122.601733,04:46:19 pm,{'Href': 'https://nb.translink.ca/geodata/748.kmz'}
190,16535,10790859,186,NORTH,HAMPTON PARK,NB1,49.283133,-122.792983,04:47:32 pm,{'Href': 'https://nb.translink.ca/geodata/186.kmz'}
191,16536,10789507,175,EAST,MERIDIAN,EB1,49.276017,-122.798167,04:43:23 pm,{'Href': 'https://nb.translink.ca/geodata/175.kmz'}
192,16537,10788555,170,SOUTH,PT COQ SOUTH,SB1,49.254583,-122.781367,04:47:15 pm,{'Href': 'https://nb.translink.ca/geodata/170.kmz'}
193,16538,10790002,182,NORTH,BELCARRA,NB1,49.314067,-122.88605,04:47:22 pm,{'Href': 'https://nb.translink.ca/geodata/182.kmz'}
194,16539,10812687,719,SOUTH,FRASER WAY,SB1,49.211733,-122.670717,04:47:16 pm,{'Href': 'https://nb.translink.ca/geodata/719.kmz'}
195,16540,10791144,187,NORTH,PARKWAY,NB1,49.27985,-122.8016,04:46:35 pm,{'Href': 'https://nb.translink.ca/geodata/187.kmz'}
196,16541,10788973,172,EAST,RIVERSIDE,EB1,49.27465,-122.767233,04:46:39 pm,{'Href': 'https://nb.translink.ca/geodata/172.kmz'}
197,16542,10813124,744,EAST,HANEY PLACE,EB1,49.216467,-122.664833,04:47:18 pm,{'Href': 'https://nb.translink.ca/geodata/744.kmz'}
198,16543,10789141,173,EAST,CEDAR,EB1,49.260883,-122.7771,04:47:12 pm,{'Href': 'https://nb.translink.ca/geodata/173.kmz'}
199,16544,10788974,172,EAST,RIVERSIDE,EB1,49.27535,-122.79855,04:47:28 pm,{'Href': 'https://nb.translink.ca/geodata/172.kmz'}
200,16545,10813347,749,EAST,RUSKIN,EB1PM,49.21965,-122.596767,04:47:13 pm,{'Href': 'https://nb.translink.ca/geodata/749.kmz'}
201,16547,10788268,169,EAST,COQ CTRL STN,EB1,49.2327,-122.883233,04:45:46 pm,{'Href': 'https://nb.translink.ca/geodata/169.kmz'}
202,16548,10789506,175,EAST,MERIDIAN,EB1,49.245117,-122.762317,04:47:27 pm,{'Href': 'https://nb.translink.ca/geodata/175.kmz'}
203,16549,10813258,746,EAST,ALBION VIA PT HANEY STN,EB2,49.212367,-122.60525,04:46:20 pm,{'Href': 'https://nb.translink.ca/geodata/746.kmz'}
204,16550,10791151,187,SOUTH,COQ CTRL STN,SB2,49.300833,-122.797567,04:47:07 pm,{'Href': 'https://nb.translink.ca/geodata/187.kmz'}
205,16552,10788935,172,EAST,RIVERSIDE,EB1,49.271167,-122.760983,04:46:18 pm,{'Href': 'https://nb.translink.ca/geodata/172.kmz'}
206,16553,10789403,174,WEST,COQ CTRL STN,WB1,49.264667,-122.7793,04:47:16 pm,{'Href': 'https://nb.translink.ca/geodata/174.kmz'}
207,16554,10788515,170,NORTH,PT COQ STN,NB1,49.2546,-122.786,04:46:56 pm,{'Href': 'https://nb.translink.ca/geodata/170.kmz'}
208,16555,10812895,741,NORTH,ANDERSON CREEK,NB2,49.212567,-122.606167,04:47:11 pm,{'Href': 'https://nb.translink.ca/geodata/741.kmz'}
209,16556,10789318,174,EAST,ROCKLIN,EB1,49.285417,-122.756033,04:47:16 pm,{'Href': 'https://nb.translink.ca/geodata/174.kmz'}
210,16557,10788761,171,EAST,FREMONT,EB1,49.2594,-122.7573,04:47:17 pm,{'Href': 'https://nb.translink.ca/geodata/171.kmz'}
211,16558,10789124,173,EAST,CEDAR,EB1,49.28265,-122.7383,04:46:57 pm,{'Href': 'https://nb.translink.ca/geodata/173.kmz'}
212,16559,10813187,745,EAST,COTTONWOOD VIA PT HANEY STN,EB2,49.219633,-122.596933,04:46:39 pm,{'Href': 'https://nb.translink.ca/geodata/745.kmz'}
213,16560,10812918,741,SOUTH,HANEY PL,SB1,49.253783,-122.5772,04:47:17 pm,{'Href': 'https://nb.translink.ca/geodata/741.kmz'}
214,16561,10789917,181,SOUTH,MOODY CTR STN,SB1,49.278867,-122.848417,04:47:24 pm,{'Href': 'https://nb.translink.ca/geodata/181.kmz'}
215,16602,11154448,255,EAST,CAPILANO UNIVERSITY - VIA LYNN VALLEY,EB1B,49.334083,-123.03785,04:47:50 pm,{'Href': 'https://nb.translink.ca/geodata/255.kmz'}
216,16603,11154296,250,WEST,DUNDARAVE - TO 25TH & MARINE,WB4,49.328433,-123.157417,04:46:53 pm,{'Href': 'https://nb.translink.ca/geodata/250.kmz'}
217,16605,11154342,250,WEST,DUNDARAVE - TO 25TH & MARINE,WB4,49.317033,-123.137083,04:46:56 pm,{'Href': 'https://nb.translink.ca/geodata/250.kmz'}
218,17501,11153520,215,EAST,INDIAN RIVER,EB1,49.315633,-122.98605,04:47:16 pm,{'Href': 'https://nb.translink.ca/geodata/215.kmz'}
219,17503,11153882,256,SOUTH,PARK ROYAL,SB1,49.329233,-123.166017,04:47:15 pm,{'Href': 'https://nb.translink.ca/geodata/256.kmz'}
220,17504,11153816,252,WEST,INGLEWOOD,WB1NEW,49.334583,-123.163567,04:47:05 pm,{'Href': 'https://nb.translink.ca/geodata/252.kmz'}
221,17505,11153521,215,EAST,INDIAN RIVER,EB1,49.30595,-123.029117,04:41:20 pm,{'Href': 'https://nb.translink.ca/geodata/215.kmz'}
222,17507,10790003,182,NORTH,BELCARRA,NB1,49.277233,-122.847417,04:46:58 pm,{'Href': 'https://nb.translink.ca/geodata/182.kmz'}
223,17508,10789356,174,EAST,ROCKLIN,EB1,49.276033,-122.798283,04:43:31 pm,{'Href': 'https://nb.translink.ca/geodata/174.kmz'}
224,17509,10813271,746,EAST,ALBION,EB4,49.210917,-122.596817,04:47:07 pm,{'Href': 'https://nb.translink.ca/geodata/746.kmz'}
225,17510,10790468,184,SOUTH,MOODY CTR STN,SB1,49.281733,-122.818983,04:47:13 pm,{'Href': 'https://nb.translink.ca/geodata/184.kmz'}
226,17514,10789140,173,EAST,CEDAR,EB1,49.27545,-122.798483,04:47:22 pm,{'Href': 'https://nb.translink.ca/geodata/173.kmz'}
227,17515,10803552,363,SOUTH,PEACE ARCH HOSPITAL,SB1,49.023883,-122.794683,04:47:15 pm,{'Href': 'https://nb.translink.ca/geodata/363.kmz'}
228,17516,10800214,322,EAST,NEWTON EXCH,EB1,49.13365,-122.855867,04:46:53 pm,{'Href': 'https://nb.translink.ca/geodata/322.kmz'}
229,17519,10804323,373,WEST,SURREY CTRL STN,WB1,49.203683,-122.83675,04:47:32 pm,{'Href': 'https://nb.translink.ca/geodata/373.kmz'}
230,17521,10804277,373,EAST,GUILDFORD,EB1,49.198767,-122.818117,04:46:20 pm,{'Href': 'https://nb.translink.ca/geodata/373.kmz'}
231,17522,10803140,360,EAST,PEACE ARCH HOSPITAL,EB1,49.0493,-122.86735,04:46:08 pm,{'Href': 'https://nb.translink.ca/geodata/360.kmz'}
232,17524,10804264,373,EAST,GUILDFORD,EB1,49.191617,-122.858117,04:46:18 pm,{'Href': 'https://nb.translink.ca/geodata/373.kmz'}
233,17525,10798055,310,WEST,LADNER EXCH VIA DELTA VIEW,WB10,49.09025,-123.056667,04:46:46 pm,{'Href': 'https://nb.translink.ca/geodata/310.kmz'}
234,17526,10803553,363,SOUTH,PEACE ARCH HOSPITAL,SB1,49.053017,-122.802933,04:46:30 pm,{'Href': 'https://nb.translink.ca/geodata/363.kmz'}
235,17528,10811505,617,EAST,EAST LADNER,EB1,49.08755,-123.062167,04:40:29 pm,{'Href': 'https://nb.translink.ca/geodata/617.kmz'}
236,17532,10800232,322,WEST,SCOTTSDALE,WB1,49.133583,-122.845333,04:47:11 pm,{'Href': 'https://nb.translink.ca/geodata/322.kmz'}
237,17533,10803256,361,EAST,WHITE ROCK CTR,EB1,49.029217,-122.78855,04:47:06 pm,{'Href': 'https://nb.translink.ca/geodata/361.kmz'}
238,17534,10803517,363,NORTH,SOUTHPOINT,NB1,49.04085,-122.780817,04:47:26 pm,{'Href': 'https://nb.translink.ca/geodata/363.kmz'}
239,17535,10803354,362,NORTH,WHITE ROCK CTR,NB1,49.0225,-122.797317,04:46:47 pm,{'Href': 'https://nb.translink.ca/geodata/362.kmz'}
240,17536,10800189,322,EAST,NEWTON EXCH,EB1,49.135267,-122.884617,04:46:53 pm,{'Href': 'https://nb.translink.ca/geodata/322.kmz'}
241,17539,10798030,310,EAST,SCOTTSDALE,EB1,49.08755,-123.062383,04:39:03 pm,{'Href': 'https://nb.translink.ca/geodata/310.kmz'}
242,17540,10803990,371,EAST,SURREY CTRL STN,EB1,49.206783,-122.85255,04:47:04 pm,{'Href': 'https://nb.translink.ca/geodata/371.kmz'}
243,17541,10804279,373,EAST,GUILDFORD,EB1,49.208567,-122.827667,04:47:22 pm,{'Href': 'https://nb.translink.ca/geodata/373.kmz'}
244,17542,10798075,310,WEST,LADNER,WB1,49.1375,-122.88785,04:46:24 pm,{'Href': 'https://nb.translink.ca/geodata/310.kmz'}
245,17543,10803269,361,WEST,OCEAN PARK,WB1,49.020517,-122.8028,04:46:20 pm,{'Href': 'https://nb.translink.ca/geodata/361.kmz'}
246,17545,10800233,322,WEST,SCOTTSDALE,WB1,49.12,-122.867767,04:46:40 pm,{'Href': 'https://nb.translink.ca/geodata/322.kmz'}
247,17547,10803164,360,WEST,OCEAN PARK,WB1,49.038433,-122.830733,04:46:49 pm,{'Href': 'https://nb.translink.ca/geodata/360.kmz'}
248,17548,10798053,310,EAST,SCOTTSDALE VIA DELTA VIEW,EB10,49.096083,-122.933583,04:47:08 pm,{'Href': 'https://nb.translink.ca/geodata/310.kmz'}
249,18002,10774169,043,WEST,UBC,W1,49.238033,-123.03145,04:47:25 pm,{'Href': 'https://nb.translink.ca/geodata/043.kmz'}
250,18006,10774086,043,EAST,JOYCE STN,E1,49.234733,-123.173233,04:47:08 pm,{'Href': 'https://nb.translink.ca/geodata/043.kmz'}
251,18007,10774135,043,WEST,UBC,W1,49.23375,-123.120167,04:46:56 pm,{'Href': 'https://nb.translink.ca/geodata/043.kmz'}
252,18009,10774191,043,WEST,UBC,W1,49.256933,-123.23725,04:46:40 pm,{'Href': 'https://nb.translink.ca/geodata/043.kmz'}
253,18010,10774087,043,EAST,JOYCE STN,E1,49.234467,-123.154183,04:47:06 pm,{'Href': 'https://nb.translink.ca/geodata/043.kmz'}
254,18012,10774085,043,EAST,JOYCE STN,E1,49.25475,-123.239517,04:46:31 pm,{'Href': 'https://nb.translink.ca/geodata/043.kmz'}
255,18014,10774170,043,WEST,UBC,W1,49.234783,-123.186417,04:46:35 pm,{'Href': 'https://nb.translink.ca/geodata/043.kmz'}
256,18016,10774192,043,WEST,UBC,W1,49.234583,-123.154933,04:47:22 pm,{'Href': 'https://nb.translink.ca/geodata/043.kmz'}
257,18019,10774089,043,EAST,JOYCE STN,E1,49.2328,-123.05495,04:47:31 pm,{'Href': 'https://nb.translink.ca/geodata/043.kmz'}
258,18022,10774007,043,EAST,JOYCE STN,E1,49.233433,-123.114967,04:47:50 pm,{'Href': 'https://nb.translink.ca/geodata/043.kmz'}
259,18024,10776970,096,NORTH,GUILDFORD B-LINE,NB1AGT,49.163433,-122.845683,04:47:46 pm,{'Href': 'https://nb.translink.ca/geodata/096.kmz'}
260,18026,10776917,096,NORTH,GUILDFORD B-LINE,NB1AGT,49.135783,-122.845483,04:46:58 pm,{'Href': 'https://nb.translink.ca/geodata/096.kmz'}
261,18027,10777031,096,SOUTH,NEWTON EXCH B-LINE,SB1AGT,49.182933,-122.845567,04:45:57 pm,{'Href': 'https://nb.translink.ca/geodata/096.kmz'}
262,18030,10776916,096,NORTH,GUILDFORD B-LINE,NB1AGT,49.191517,-122.82225,04:46:08 pm,{'Href': 'https://nb.translink.ca/geodata/096.kmz'}
263,18032,10776969,096,NORTH,GUILDFORD B-LINE,NB1AGT,49.189667,-122.847683,04:46:54 pm,{'Href': 'https://nb.translink.ca/geodata/096.kmz'}
264,18034,10827940,145,NORTH,SFU,NB1,49.27975,-122.919967,04:47:35 pm,{'Href': 'https://nb.translink.ca/geodata/145.kmz'}
265,18038,10828098,145,SOUTH,PRODUCTION STN,SB1,49.278783,-122.912683,04:41:33 pm,{'Href': 'https://nb.translink.ca/geodata/145.kmz'}
266,18040,10827941,145,NORTH,SFU,NB1,49.268967,-122.919483,04:47:32 pm,{'Href': 'https://nb.translink.ca/geodata/145.kmz'}
267,18041,10809831,555,EAST,PORT MANN EXP/CARVOLTH EXCH,EB1,49.248933,-122.89585,04:46:17 pm,{'Href': 'https://nb.translink.ca/geodata/555.kmz'}
268,18043,10812272,701,EAST,MAPLE RIDGE EAST,EB1D1,49.255033,-122.746967,04:47:26 pm,{'Href': 'https://nb.translink.ca/geodata/701.kmz'}
269,18044,10809855,555,WEST,PORT MANN EXP/LOUGHEED STN,WB1,49.188733,-122.763767,04:46:31 pm,{'Href': 'https://nb.translink.ca/geodata/555.kmz'}
270,18046,10777725,099,EAST,COMM'L-BDWAY STN,E1,49.2638,-123.151667,04:46:05 pm,{'Href': 'https://nb.translink.ca/geodata/099.kmz'}
271,18047,10812271,701,EAST,MAPLE RIDGE EAST,EB1D1,49.263183,-122.766317,04:46:28 pm,{'Href': 'https://nb.translink.ca/geodata/701.kmz'}
272,18049,10812379,701,WEST,COQ CTRL STN,WB1MRB,49.219533,-122.59735,04:47:35 pm,{'Href': 'https://nb.translink.ca/geodata/701.kmz'}
273,18050,10809829,555,EAST,PORT MANN EXP/CARVOLTH EXCH,EB1,49.176217,-122.715383,04:47:42 pm,{'Href': 'https://nb.translink.ca/geodata/555.kmz'}
274,18051,10784866,143,WEST,SFU,WB1N,49.261367,-122.890183,04:46:49 pm,{'Href': 'https://nb.translink.ca/geodata/143.kmz'}
275,18052,10812380,701,WEST,COQ CTRL STN,WB1MRB,49.229017,-122.689467,04:47:50 pm,{'Href': 'https://nb.translink.ca/geodata/701.kmz'}
276,18053,10777776,099,EAST,COMM'L-BDWAY STN,E1,49.267517,-123.246633,04:47:44 pm,{'Href': 'https://nb.translink.ca/geodata/099.kmz'}
277,18055,10776215,095,EAST,SFU B-LINE,E2A,49.28105,-123.013183,04:46:36 pm,{'Href': 'https://nb.translink.ca/geodata/095.kmz'}
278,18057,10776178,095,EAST,SFU B-LINE,E2A,49.2803,-122.968883,04:45:56 pm,{'Href': 'https://nb.translink.ca/geodata/095.kmz'}
279,18058,10776412,095,WEST,BURRARD STN B-LINE,W1,49.278483,-122.912333,04:44:04 pm,{'Href': 'https://nb.translink.ca/geodata/095.kmz'}
280,18060,10776455,095,WEST,BURRARD STN B-LINE,W1,49.281083,-123.004733,04:47:51 pm,{'Href': 'https://nb.translink.ca/geodata/095.kmz'}
281,18062,10776414,095,WEST,BURRARD STN B-LINE,W1,49.2811,-123.013167,04:47:24 pm,{'Href': 'https://nb.translink.ca/geodata/095.kmz'}
282,18101,10802226,341,NORTH,GUILDFORD,NB1W,49.174,-122.81225,04:47:24 pm,{'Href': 'https://nb.translink.ca/geodata/341.kmz'}
283,18102,10798401,314,WEST,SUNBURY,WB3,49.19045,-122.845483,04:47:32 pm,{'Href': 'https://nb.translink.ca/geodata/314.kmz'}
284,18104,10800703,324,NORTH,SURREY CTRL STN,NB1L,49.1916,-122.85485,04:46:43 pm,{'Href': 'https://nb.translink.ca/geodata/324.kmz'}
285,18105,10803772,364,WEST,SCOTTSDALE,WB1,49.123417,-122.8902,04:47:08 pm,{'Href': 'https://nb.translink.ca/geodata/364.kmz'}
286,18106,10777098,096,SOUTH,NEWTON EXCH B-LINE,SB1AGT,49.19155,-122.81155,04:46:43 pm,{'Href': 'https://nb.translink.ca/geodata/096.kmz'}
287,18107,10798393,314,WEST,SUNBURY,WB3,49.157217,-122.938967,04:46:32 pm,{'Href': 'https://nb.translink.ca/geodata/314.kmz'}
288,18108,10810691,595,SOUTH,LANGLEY CTR,SB1,49.1111,-122.657817,04:47:01 pm,{'Href': 'https://nb.translink.ca/geodata/595.kmz'}
289,18110,10804428,375,NORTH,GUILDFORD,NB2W,49.023233,-122.765867,04:45:39 pm,{'Href': 'https://nb.translink.ca/geodata/375.kmz'}
290,18113,10808653,501,NORTH,SURREY CTRL STN,NB1L,49.175583,-122.725467,04:45:52 pm,{'Href': 'https://nb.translink.ca/geodata/501.kmz'}
291,18115,10801623,337,EAST,FRASER HTS,EB2,49.191417,-122.834833,04:47:28 pm,{'Href': 'https://nb.translink.ca/geodata/337.kmz'}
292,18116,10802648,345,SOUTH,WHITE ROCK CTR,SB1B7,49.1833,-122.84525,04:45:33 pm,{'Href': 'https://nb.translink.ca/geodata/345.kmz'}
293,18117,10801370,335,WEST,SURREY CTRL STN,WB2GX,49.198767,-122.818167,04:47:17 pm,{'Href': 'https://nb.translink.ca/geodata/335.kmz'}
294,18118,10826270,503,WEST,FRASER HWY EXP/SURREY CTRL STN,WB4,49.129083,-122.71335,04:47:13 pm,{'Href': 'https://nb.translink.ca/geodata/503.kmz'}
295,18119,10804656,395,EAST,LANGLEY CTR,EB1,49.11885,-122.656417,04:46:27 pm,{'Href': 'https://nb.translink.ca/geodata/395.kmz'}
296,18120,10798832,319,SOUTH,NEWTON EXCH,SB6,49.13385,-122.87225,04:47:05 pm,{'Href': 'https://nb.translink.ca/geodata/319.kmz'}
297,18122,10810634,595,NORTH,MAPLE MEADOWS STN,NB1,49.106867,-122.658167,04:40:21 pm,{'Href': 'https://nb.translink.ca/geodata/595.kmz'}
298,18123,10798638,319,NORTH,SCOTT RD STN,NB1,49.1377,-122.888133,04:46:41 pm,{'Href': 'https://nb.translink.ca/geodata/319.kmz'}
299,18124,10798526,316,SOUTH,SCOTTSDALE,SB1A,49.16895,-122.901267,04:47:02 pm,{'Href': 'https://nb.translink.ca/geodata/316.kmz'}
300,18125,10812065,640,NORTH,SCOTT RD STN VIA INDUSTRIAL,NB1,49.167333,-122.916683,04:46:47 pm,{'Href': 'https://nb.translink.ca/geodata/640.kmz'}
301,18126,10800443,323,SOUTH,NEWTON EXCH,SB1,49.19175,-122.864383,04:46:25 pm,{'Href': 'https://nb.translink.ca/geodata/323.kmz'}
302,18127,10826257,503,WEST,FRASER HWY EXP/SURREY CTRL STN,WB1,49.156583,-122.7767,04:46:19 pm,{'Href': 'https://nb.translink.ca/geodata/503.kmz'}
303,18128,10801335,335,WEST,SURREY CTRL STN,WB2N,49.13365,-122.828233,04:46:57 pm,{'Href': 'https://nb.translink.ca/geodata/335.kmz'}
304,18129,10801392,335,WEST,SURREY CTRL STN,WB2N,49.173417,-122.778883,04:46:12 pm,{'Href': 'https://nb.translink.ca/geodata/335.kmz'}
305,18130,10801143,326,WEST,SURREY CTRL STN,WB1L,49.148117,-122.846183,04:47:16 pm,{'Href': 'https://nb.translink.ca/geodata/326.kmz'}
306,18131,10802415,342,EAST,LANGELY CTR,EB1,49.122317,-122.823383,04:46:53 pm,{'Href': 'https://nb.translink.ca/geodata/342.kmz'}
307,18132,10824365,388,WEST,22ND ST STN,WB1,49.163317,-122.879817,04:46:42 pm,{'Href': 'https://nb.translink.ca/geodata/388.kmz'}
308,18133,10826196,503,WEST,FRASER HWY EXP/SURREY CTRL STN,WB1,49.1708,-122.8134,04:46:26 pm,{'Href': 'https://nb.translink.ca/geodata/503.kmz'}
309,18134,10809560,509,EAST,WALNUT GROVE,EB1,49.19145,-122.809633,04:47:25 pm,{'Href': 'https://nb.translink.ca/geodata/509.kmz'}
310,18135,10798831,319,SOUTH,NEWTON EXCH,SB6,49.198383,-122.883617,04:46:20 pm,{'Href': 'https://nb.translink.ca/geodata/319.kmz'}
311,18136,10799443,320,WEST,SURREY CTRL STN,WB1L,49.1872,-122.800783,04:46:48 pm,{'Href': 'https://nb.translink.ca/geodata/320.kmz'}
312,18137,10798684,319,NORTH,SCOTT RD STN,NB1,49.13375,-122.8471,04:47:10 pm,{'Href': 'https://nb.translink.ca/geodata/319.kmz'}
313,18138,10803751,364,WEST,SCOTTSDALE,WB1,49.118817,-122.73595,04:45:51 pm,{'Href': 'https://nb.translink.ca/geodata/364.kmz'}
314,18139,10812066,640,NORTH,SCOTT RD STN VIA INDUSTRIAL,NB1,49.08755,-123.06185,04:41:56 pm,{'Href': 'https://nb.translink.ca/geodata/640.kmz'}
315,18140,10804645,394,SOUTH,WHITE ROCK CTR,SB1MAR,49.0691,-122.82265,04:47:05 pm,{'Href': 'https://nb.translink.ca/geodata/394.kmz'}
316,18141,10826096,503,EAST,FRASER HWY EXP/ALDERGROVE,EB1,49.0957,-122.623717,04:47:28 pm,{'Href': 'https://nb.translink.ca/geodata/503.kmz'}
317,18142,10803740,364,EAST,LANGLEY CTR,EB1,49.119017,-122.867133,04:47:11 pm,{'Href': 'https://nb.translink.ca/geodata/364.kmz'}
318,18143,10826203,503,WEST,FRASER HWY EXP/SURREY CTRL STN,WB1,49.074817,-122.560283,04:47:17 pm,{'Href': 'https://nb.translink.ca/geodata/503.kmz'}
319,18144,10799440,320,WEST,SURREY CTRL STN,WB1L,49.111517,-122.74545,04:47:06 pm,{'Href': 'https://nb.translink.ca/geodata/320.kmz'}
320,18145,10808719,501,SOUTH,LANGLEY CTR,SB1,49.188833,-122.8493,04:45:15 pm,{'Href': 'https://nb.translink.ca/geodata/501.kmz'}
321,18147,10826201,503,WEST,FRASER HWY EXP/SURREY CTRL STN,WB1,49.158117,-122.780633,04:46:22 pm,{'Href': 'https://nb.translink.ca/geodata/503.kmz'}
322,18148,10801126,326,EAST,GUILDFORD,EB1,49.165867,-122.834633,04:46:16 pm,{'Href': 'https://nb.translink.ca/geodata/326.kmz'}
323,18150,10799759,321,NORTH,SURREY CTRL STN,N8LD7,49.072267,-122.822483,04:47:27 pm,{'Href': 'https://nb.translink.ca/geodata/321.kmz'}
324,18151,10798221,312,SOUTH,SCOTTSDALE,SB1,49.193433,-122.889317,04:46:31 pm,{'Href': 'https://nb.translink.ca/geodata/312.kmz'}
325,18152,10801320,335,EAST,NEWTON  EXCH,EB1N,49.18435,-122.7793,04:47:01 pm,{'Href': 'https://nb.translink.ca/geodata/335.kmz'}
326,18153,10801268,335,EAST,NEWTON  EXCH,EB1N,49.143267,-122.85335,04:47:15 pm,{'Href': 'https://nb.translink.ca/geodata/335.kmz'}
327,18155,10812061,640,NORTH,SCOTT RD STN VIA INDUSTRIAL,NB1,49.144983,-122.9994,04:47:31 pm,{'Href': 'https://nb.translink.ca/geodata/640.kmz'}
328,18156,10798367,314,EAST,SURREY CTRL STN,EB2,49.169567,-122.890133,04:47:31 pm,{'Href': 'https://nb.translink.ca/geodata/314.kmz'}
329,18157,10799828,321,SOUTH,WHITE ROCK CTR,S9DB7,49.031067,-122.801817,04:46:44 pm,{'Href': 'https://nb.translink.ca/geodata/321.kmz'}
330,18158,10799407,320,WEST,SURREY CTRL STN,WB1L,49.172317,-122.8011,04:47:26 pm,{'Href': 'https://nb.translink.ca/geodata/320.kmz'}
331,18159,10804588,388,EAST,CARVOLTH EXCH,EB1,49.176983,-122.694233,04:46:18 pm,{'Href': 'https://nb.translink.ca/geodata/388.kmz'}
332,18160,10801212,329,NORTH,SCOTT & 96 AVE,NB2,49.137567,-122.8884,04:46:35 pm,{'Href': 'https://nb.translink.ca/geodata/329.kmz'}
333,18161,10802273,341,SOUTH,NEWTON EXCH,SB1,49.169867,-122.812383,04:46:54 pm,{'Href': 'https://nb.translink.ca/geodata/341.kmz'}
334,18163,10810635,595,NORTH,MAPLE MEADOWS STN,NB1,49.159467,-122.660567,04:47:17 pm,{'Href': 'https://nb.translink.ca/geodata/595.kmz'}
335,18164,10827125,502,EAST,LANGLEY CTR,EB7,49.181717,-122.842033,04:46:16 pm,{'Href': 'https://nb.translink.ca/geodata/502.kmz'}
336,18166,10809595,531,NORTH,WILLOWBROOK,NB1,49.06005,-122.6915,04:47:22 pm,{'Href': 'https://nb.translink.ca/geodata/531.kmz'}
337,18167,10801687,337,WEST,SURREY CTRL STN,WB2,49.191583,-122.7907,04:46:56 pm,{'Href': 'https://nb.translink.ca/geodata/337.kmz'}
338,18168,10801306,335,EAST,GUILDFORD,EB1GE,49.198917,-122.849867,04:46:27 pm,{'Href': 'https://nb.translink.ca/geodata/335.kmz'}
339,18170,10823888,335,WEST,SURREY CTRL STN,WB2N,49.158467,-122.778867,04:47:11 pm,{'Href': 'https://nb.translink.ca/geodata/335.kmz'}
340,18171,10798170,312,NORTH,SCOTT RD STN,NB1,49.163783,-122.91235,04:47:03 pm,{'Href': 'https://nb.translink.ca/geodata/312.kmz'}
341,18172,10798884,319,SOUTH,NEWTON EXCH,SB6,49.133517,-122.84725,04:45:52 pm,{'Href': 'https://nb.translink.ca/geodata/319.kmz'}
342,18173,10809561,509,EAST,WALNUT GROVE,EB1,49.16275,-122.65825,04:46:53 pm,{'Href': 'https://nb.translink.ca/geodata/509.kmz'}
343,18174,10826153,503,EAST,FRASER HWY EXP/ALDERGROVE,EB1,49.104683,-122.649933,04:46:59 pm,{'Href': 'https://nb.translink.ca/geodata/503.kmz'}
