,year,death_cause,state,death_number,age,adjusted_age
2551,2001,Parkinson's disease,Washington,434,7.94,7.94
2552,2001,Parkinson's disease,West Virginia,91,4.27,4.27
2553,2001,Parkinson's disease,Wisconsin,383,6.61,6.61
2554,2001,Parkinson's disease,Wyoming,26,5.8,5.8
2555,2001,Pneumonitis due to solids and liquids,Alabama,290,6.5,6.5
2557,2001,Pneumonitis due to solids and liquids,Arizona,288,5.77,5.77
2558,2001,Pneumonitis due to solids and liquids,Arkansas,173,5.9,5.9
2559,2001,Pneumonitis due to solids and liquids,California,997,3.44,3.44
2560,2001,Pneumonitis due to solids and liquids,Colorado,241,7.3,7.3
2561,2001,Pneumonitis due to solids and liquids,Connecticut,392,9.73,9.73
2562,2001,Pneumonitis due to solids and liquids,Delaware,84,11.04,11.04
2563,2001,Pneumonitis due to solids and liquids,District of Columbia,37,6.55,6.55
2564,2001,Pneumonitis due to solids and liquids,Florida,1151,5.26,5.26
2565,2001,Pneumonitis due to solids and liquids,Georgia,451,7.37,7.37
2566,2001,Pneumonitis due to solids and liquids,Hawaii,107,8.6,8.6
2567,2001,Pneumonitis due to solids and liquids,Idaho,76,6.36,6.36
2568,2001,Pneumonitis due to solids and liquids,Illinois,848,6.9,6.9
2569,2001,Pneumonitis due to solids and liquids,Indiana,419,6.95,6.95
2570,2001,Pneumonitis due to solids and liquids,Iowa,225,5.98,5.98
2571,2001,Pneumonitis due to solids and liquids,Kansas,184,6.03,6.03
2572,2001,Pneumonitis due to solids and liquids,Kentucky,303,7.78,7.78
2573,2001,Pneumonitis due to solids and liquids,Louisiana,204,5.21,5.21
2574,2001,Pneumonitis due to solids and liquids,Maine,85,5.67,5.67
2575,2001,Pneumonitis due to solids and liquids,Maryland,418,8.92,8.92
2576,2001,Pneumonitis due to solids and liquids,Massachusetts,633,8.77,8.77
2577,2001,Pneumonitis due to solids and liquids,Michigan,546,5.65,5.65
2578,2001,Pneumonitis due to solids and liquids,Minnesota,263,5.04,5.04
2579,2001,Pneumonitis due to solids and liquids,Mississippi,211,7.82,7.82
2580,2001,Pneumonitis due to solids and liquids,Missouri,433,7.06,7.06
2581,2001,Pneumonitis due to solids and liquids,Montana,62,6.25,6.25
2582,2001,Pneumonitis due to solids and liquids,Nebraska,126,6.31,6.31
2583,2001,Pneumonitis due to solids and liquids,Nevada,95,6.28,6.28
2584,2001,Pneumonitis due to solids and liquids,New Hampshire,46,3.85,3.85
2585,2001,Pneumonitis due to solids and liquids,New Jersey,569,6.35,6.35
2586,2001,Pneumonitis due to solids and liquids,New Mexico,59,3.59,3.59
2587,2001,Pneumonitis due to solids and liquids,New York,671,3.38,3.38
2588,2001,Pneumonitis due to solids and liquids,North Carolina,663,8.94,8.94
2589,2001,Pneumonitis due to solids and liquids,North Dakota,43,5.15,5.15
2590,2001,Pneumonitis due to solids and liquids,Ohio,693,5.83,5.83
2591,2001,Pneumonitis due to solids and liquids,Oklahoma,252,6.99,6.99
2592,2001,Pneumonitis due to solids and liquids,Oregon,158,4.26,4.26
2593,2001,Pneumonitis due to solids and liquids,Pennsylvania,1259,8.19,8.19
2594,2001,Pneumonitis due to solids and liquids,Rhode Island,87,6.68,6.68
2595,2001,Pneumonitis due to solids and liquids,South Carolina,317,8.74,8.74
2596,2001,Pneumonitis due to solids and liquids,South Dakota,29,3.12,3.12
2597,2001,Pneumonitis due to solids and liquids,Tennessee,431,7.85,7.85
2598,2001,Pneumonitis due to solids and liquids,Texas,1031,6.41,6.41
2600,2001,Pneumonitis due to solids and liquids,Utah,92,6.14,6.14
2601,2001,Pneumonitis due to solids and liquids,Vermont,37,5.79,5.79
2602,2001,Pneumonitis due to solids and liquids,Virginia,590,9.66,9.66
2603,2001,Pneumonitis due to solids and liquids,Washington,448,8.06,8.06
2604,2001,Pneumonitis due to solids and liquids,West Virginia,137,6.52,6.52
2605,2001,Septicemia,Texas,2003,11.87,11.87
2606,2001,Pneumonitis due to solids and liquids,Wisconsin,312,5.3,5.3
2607,2001,Pneumonitis due to solids and liquids,Wyoming,20,4.28,4.28
2608,2001,Septicemia,Alabama,771,17.01,17.01
2609,2001,Septicemia,Alaska,25,7.72,7.72
2610,2001,Septicemia,Arizona,383,7.4,7.4
2611,2001,Septicemia,Arkansas,499,17.03,17.03
2612,2001,Septicemia,California,854,2.87,2.87
2613,2001,Septicemia,Colorado,297,8.4,8.4
2614,2001,Septicemia,Connecticut,552,14.19,14.19
2615,2001,Septicemia,Delaware,128,16.2,16.2
2616,2001,Septicemia,District of Columbia,100,17.82,17.82
2617,2001,Septicemia,Florida,1729,8.21,8.21
2618,2001,Septicemia,Georgia,1313,20.04,20.04
2619,2001,Septicemia,Hawaii,164,12.87,12.87
2620,2001,Septicemia,Idaho,61,5.07,5.07
2621,2001,Septicemia,Illinois,1968,16.17,16.17
2622,2001,Septicemia,Indiana,795,13.17,13.17
2623,2001,Septicemia,Iowa,279,8.01,8.01
2624,2001,Septicemia,Kansas,283,9.7,9.7
2625,2001,Septicemia,Kentucky,606,15.19,15.19
2626,2001,Septicemia,Louisiana,758,18.65,18.65
2627,2001,Septicemia,Maine,122,8.28,8.28
2628,2001,Septicemia,Maryland,986,20.17,20.17
2629,2001,Septicemia,Massachusetts,956,13.67,13.67
2630,2001,Septicemia,Michigan,885,9.07,9.07
2631,2001,Septicemia,Minnesota,228,4.53,4.53
2632,2001,Septicemia,Mississippi,491,18.02,18.02
2633,2001,Septicemia,Missouri,602,9.98,9.98
2634,2001,Septicemia,Montana,71,7.2,7.2
2635,2001,Septicemia,Nebraska,132,7.08,7.08
2636,2001,Septicemia,Nevada,391,22.66,22.66
2637,2001,Septicemia,New Hampshire,66,5.4,5.4
2638,2001,Septicemia,New Jersey,1830,20.54,20.54
2639,2001,Septicemia,New Mexico,110,6.45,6.45
2640,2001,Septicemia,New York,2308,11.68,11.68
2641,2001,Septicemia,North Carolina,1075,14.0,14.0
2642,2001,Septicemia,North Dakota,42,5.51,5.51
2643,2001,Septicemia,Ohio,1452,12.25,12.25
2644,2001,Septicemia,Oklahoma,425,11.81,11.81
2645,2001,Septicemia,Oregon,207,5.69,5.69
2646,2001,Septicemia,Pennsylvania,2649,17.73,17.73
2647,2001,Septicemia,Rhode Island,136,10.98,10.98
2648,2001,Septicemia,South Carolina,543,14.13,14.13
2649,2001,Septicemia,South Dakota,70,7.87,7.87
2650,2001,Septicemia,Tennessee,495,8.85,8.85
2652,2001,Septicemia,Utah,112,7.09,7.09
2653,2001,Septicemia,Vermont,49,7.71,7.71
2654,2001,Septicemia,Virginia,1098,17.21,17.21
2655,2001,Septicemia,Washington,350,6.31,6.31
2656,2001,Septicemia,West Virginia,334,15.82,15.82
2657,2001,Septicemia,Wisconsin,416,7.2,7.2
2658,2001,Septicemia,Wyoming,39,8.53,8.53
2659,2002,Unintentional Injuries,Alabama,2228,49.59,49.59
2660,2002,Unintentional Injuries,Alaska,346,59.16,59.16
2661,2002,Unintentional Injuries,Arizona,2577,48.6,48.6
2662,2002,Unintentional Injuries,Arkansas,1311,47.59,47.59
2663,2002,Unintentional Injuries,California,10107,30.07,30.07
2664,2002,Unintentional Injuries,Colorado,1812,43.12,43.12
2665,2002,Unintentional Injuries,Connecticut,1182,32.51,32.51
2666,2002,Unintentional Injuries,Delaware,292,36.4,36.4
2667,2002,Unintentional Injuries,District of Columbia,200,34.55,34.55
2668,2002,Unintentional Injuries,Florida,7396,42.02,42.02
2669,2002,Unintentional Injuries,Georgia,3333,42.26,42.26
2670,2002,Unintentional Injuries,Hawaii,393,30.85,30.85
2671,2002,Unintentional Injuries,Idaho,611,47.06,47.06
2672,2002,Unintentional Injuries,Illinois,4222,33.81,33.81
2673,2002,Unintentional Injuries,Indiana,2148,34.89,34.89
2674,2002,Unintentional Injuries,Iowa,1093,33.58,33.58
2675,2002,Unintentional Injuries,Kansas,1139,40.79,40.79
2676,2002,Unintentional Injuries,Kentucky,2090,51.26,51.26
2677,2002,Unintentional Injuries,Louisiana,2115,48.1,48.1
2678,2002,Unintentional Injuries,Maine,511,38.05,38.05
2679,2002,Unintentional Injuries,Maryland,1332,25.24,25.24
2680,2002,Unintentional Injuries,Massachusetts,1413,20.74,20.74
2681,2002,Unintentional Injuries,Michigan,3285,32.99,32.99
2682,2002,Unintentional Injuries,Minnesota,1928,37.55,37.55
2683,2002,Unintentional Injuries,Mississippi,1642,58.47,58.47
2684,2002,Unintentional Injuries,Missouri,2641,45.55,45.55
2685,2002,Unintentional Injuries,Montana,524,55.57,55.57
2686,2002,Unintentional Injuries,Nebraska,762,41.66,41.66
2687,2002,Unintentional Injuries,Nevada,860,41.73,41.73
2688,2002,Unintentional Injuries,New Hampshire,357,28.48,28.48
2689,2002,Unintentional Injuries,New Jersey,2599,29.75,29.75
2690,2002,Unintentional Injuries,New Mexico,1105,61.41,61.41
2691,2002,Unintentional Injuries,New York,4663,23.85,23.85
2692,2002,Unintentional Injuries,North Carolina,3700,45.29,45.29
2693,2002,Unintentional Injuries,North Dakota,246,35.13,35.13
2694,2002,Unintentional Injuries,Ohio,4146,35.79,35.79
2695,2002,Unintentional Injuries,Oklahoma,1580,44.93,44.93
2696,2002,Unintentional Injuries,Oregon,1397,38.39,38.39
2697,2002,Unintentional Injuries,Pennsylvania,4728,35.9,35.9
2698,2002,Unintentional Injuries,Rhode Island,277,23.43,23.43
2699,2002,Unintentional Injuries,South Carolina,1972,48.74,48.74
2700,2002,Unintentional Injuries,South Dakota,348,43.53,43.53
2701,2002,Unintentional Injuries,Tennessee,2744,47.73,47.73
2702,2002,Unintentional Injuries,Texas,8232,40.44,40.44
2704,2002,Unintentional Injuries,Utah,714,35.82,35.82
2705,2002,Unintentional Injuries,Vermont,240,37.76,37.76
2706,2002,Unintentional Injuries,Virginia,2479,35.22,35.22
2707,2002,Unintentional Injuries,Washington,2203,36.82,36.82
2708,2002,Unintentional Injuries,West Virginia,956,50.89,50.89
2709,2002,Unintentional Injuries,Wisconsin,2274,40.06,40.06
2710,2002,Unintentional Injuries,Wyoming,289,58.14,58.14
2762,2002,Alzheimer's disease,Alabama,1189,27.04,27.04
2763,2002,Alzheimer's disease,Alaska,61,25.77,25.77
2764,2002,Alzheimer's disease,Arizona,1433,28.7,28.7
2765,2002,Alzheimer's disease,Arkansas,551,18.62,18.62
2766,2002,Alzheimer's disease,California,5421,18.58,18.58
2767,2002,Alzheimer's disease,Colorado,954,28.96,28.96
2768,2002,Alzheimer's disease,Connecticut,570,13.6,13.6
2769,2002,Alzheimer's disease,Delaware,128,16.69,16.69
2770,2002,Alzheimer's disease,District of Columbia,107,18.98,18.98
2771,2002,Alzheimer's disease,Florida,4052,18.07,18.07
2772,2002,Alzheimer's disease,Georgia,1525,25.47,25.47
2773,2002,Alzheimer's disease,Hawaii,141,10.88,10.88
2774,2002,Alzheimer's disease,Idaho,318,26.07,26.07
2775,2002,Alzheimer's disease,Illinois,2398,19.29,19.29
2776,2002,Alzheimer's disease,Indiana,1475,24.27,24.27
2777,2002,Alzheimer's disease,Iowa,899,22.59,22.59
2778,2002,Alzheimer's disease,Kansas,755,24.05,24.05
2779,2002,Alzheimer's disease,Kentucky,1013,26.31,26.31
2780,2002,Alzheimer's disease,Louisiana,1111,28.49,28.49
2781,2002,Alzheimer's disease,Maine,513,33.63,33.63
2782,2002,Alzheimer's disease,Maryland,866,18.36,18.36
2783,2002,Alzheimer's disease,Massachusetts,1570,21.18,21.18
2784,2002,Alzheimer's disease,Michigan,1958,20.04,20.04
2785,2002,Alzheimer's disease,Minnesota,1192,22.27,22.27
2786,2002,Alzheimer's disease,Mississippi,574,21.64,21.64
2787,2002,Alzheimer's disease,Missouri,1187,19.03,19.03
2788,2002,Alzheimer's disease,Montana,285,27.94,27.94
2789,2002,Alzheimer's disease,Nebraska,460,22.26,22.26
2790,2002,Alzheimer's disease,Nevada,253,17.27,17.27
2791,2002,Alzheimer's disease,New Hampshire,311,25.58,25.58
2792,2002,Alzheimer's disease,New Jersey,1522,16.72,16.72
2793,2002,Alzheimer's disease,New Mexico,325,19.88,19.88
2794,2002,Alzheimer's disease,New York,1803,8.85,8.85
2795,2002,Alzheimer's disease,North Carolina,1962,26.61,26.61
2796,2002,Alzheimer's disease,North Dakota,294,33.65,33.65
2797,2002,Alzheimer's disease,Ohio,2599,21.66,21.66
2798,2002,Alzheimer's disease,Oklahoma,754,21.07,21.07
2799,2002,Alzheimer's disease,Oregon,1124,29.64,29.64
2800,2002,Alzheimer's disease,Pennsylvania,2823,17.83,17.83
2801,2002,Alzheimer's disease,Rhode Island,264,19.49,19.49
2802,2002,Alzheimer's disease,South Carolina,967,27.1,27.1
2803,2002,Alzheimer's disease,South Dakota,167,16.96,16.96
2804,2002,Alzheimer's disease,Tennessee,1299,23.98,23.98
2805,2002,Alzheimer's disease,Texas,3793,23.88,23.88
2807,2002,Alzheimer's disease,Utah,303,19.9,19.9
2808,2002,Alzheimer's disease,Vermont,163,25.2,25.2
2809,2002,Alzheimer's disease,Virginia,1368,22.36,22.36
2810,2002,Alzheimer's disease,Washington,2195,38.99,38.99
2811,2002,Alzheimer's disease,West Virginia,405,19.2,19.2
2812,2002,Alzheimer's disease,Wisconsin,1344,22.02,22.02
2813,2002,Alzheimer's disease,Wyoming,122,26.98,26.98
2814,2002,Homicide,Alabama,416,9.31,9.31
2815,2002,Homicide,Alaska,40,5.86,5.86
2816,2002,Homicide,Arizona,504,9.25,9.25
2817,2002,Homicide,Arkansas,194,7.27,7.27
2818,2002,Homicide,California,2485,6.9,6.9
2819,2002,Homicide,Colorado,184,3.98,3.98
2820,2002,Homicide,Connecticut,98,2.99,2.99
2821,2002,Homicide,Delaware,38,4.68,4.68
2822,2002,Homicide,District of Columbia,229,36.29,36.29
2823,2002,Homicide,Florida,1008,6.27,6.27
2824,2002,Homicide,Georgia,672,7.58,7.58
2825,2002,Homicide,Hawaii,38,3.13,3.13
2826,2002,Homicide,Idaho,32,2.36,2.36
2827,2002,Homicide,Illinois,1016,7.98,7.98
2828,2002,Homicide,Indiana,385,6.22,6.22
2829,2002,Homicide,Iowa,56,1.96,1.96
2830,2002,Homicide,Kansas,129,4.75,4.75
2831,2002,Homicide,Kentucky,195,4.76,4.76
2832,2002,Homicide,Louisiana,607,13.32,13.32
2834,2002,Homicide,Maryland,540,10.07,10.07
2835,2002,Homicide,Massachusetts,185,2.89,2.89
2836,2002,Homicide,Michigan,696,7.0,7.0
2837,2002,Homicide,Minnesota,127,2.5,2.5
2838,2002,Homicide,Mississippi,305,10.74,10.74
2839,2002,Homicide,Missouri,366,6.51,6.51
2840,2002,Homicide,Montana,23,2.52,2.52
2841,2002,Homicide,Nebraska,50,2.95,2.95
2842,2002,Homicide,Nevada,175,8.01,8.01
2844,2002,Homicide,New Jersey,333,3.96,3.96
2845,2002,Homicide,New Mexico,161,8.73,8.73
2846,2002,Homicide,New York,929,4.83,4.83
2847,2002,Homicide,North Carolina,644,7.61,7.61
2849,2002,Homicide,Ohio,549,4.89,4.89
2850,2002,Homicide,Oklahoma,196,5.57,5.57
2851,2002,Homicide,Oregon,106,3.09,3.09
2852,2002,Homicide,Pennsylvania,640,5.39,5.39
2853,2002,Homicide,Rhode Island,43,4.01,4.01
2854,2002,Homicide,South Carolina,326,7.91,7.91
2855,2002,Homicide,South Dakota,22,3.01,3.01
2856,2002,Homicide,Tennessee,467,8.01,8.01
2857,2002,Homicide,Texas,1421,6.37,6.37
2859,2002,Homicide,Utah,54,2.27,2.27
2861,2002,Homicide,Virginia,397,5.39,5.39
2862,2002,Homicide,Washington,213,3.49,3.49
2863,2002,Homicide,West Virginia,95,5.5,5.5
2864,2002,Homicide,Wisconsin,191,3.53,3.53
2865,2002,Homicide,Wyoming,23,4.62,4.62
2866,2002,Stroke,Alabama,3201,71.16,71.16
2867,2002,Stroke,Alaska,158,55.97,55.97
2868,2002,Stroke,Arizona,2535,49.06,49.06
2870,2002,Stroke,California,17626,59.34,59.34
2871,2002,Stroke,Colorado,1915,55.74,55.74
2872,2002,Stroke,Connecticut,1861,46.03,46.03
2873,2002,Stroke,Delaware,405,51.43,51.43
2874,2002,Stroke,District of Columbia,279,49.7,49.7
2875,2002,Stroke,Florida,10269,46.92,46.92
2876,2002,Stroke,Georgia,4261,66.54,66.54
2877,2002,Stroke,Hawaii,812,62.1,62.1
2878,2002,Stroke,Idaho,736,60.16,60.16
2879,2002,Stroke,Illinois,7183,58.27,58.27
2880,2002,Stroke,Indiana,3717,60.96,60.96
2881,2002,Stroke,Iowa,2226,58.53,58.53
2882,2002,Stroke,Kansas,1845,60.37,60.37
2883,2002,Stroke,Kentucky,2554,64.87,64.87
2884,2002,Stroke,Louisiana,2595,63.82,63.82
2885,2002,Stroke,Maine,823,54.45,54.45
2886,2002,Stroke,Maryland,2811,57.51,57.51
2887,2002,Stroke,Massachusetts,3559,49.16,49.16
2888,2002,Stroke,Michigan,5814,59.04,59.04
2889,2002,Stroke,Minnesota,2706,51.73,51.73
2890,2002,Stroke,Mississippi,1926,70.93,70.93
2891,2002,Stroke,Missouri,3885,63.14,63.14
2892,2002,Stroke,Montana,639,63.02,63.02
2893,2002,Stroke,Nebraska,1103,55.24,55.24
2894,2002,Stroke,Nevada,976,57.66,57.66
2895,2002,Stroke,New Hampshire,627,51.31,51.31
2896,2002,Stroke,New Jersey,4016,44.33,44.33
2897,2002,Stroke,New Mexico,715,42.22,42.22
2898,2002,Stroke,New York,7625,37.9,37.9
2899,2002,Stroke,North Carolina,5259,68.8,68.8
2900,2002,Stroke,North Dakota,469,55.37,55.37
2901,2002,Stroke,Ohio,7252,60.34,60.34
2902,2002,Stroke,Oklahoma,2427,67.5,67.5
2903,2002,Stroke,Oregon,2645,70.38,70.38
2904,2002,Stroke,Pennsylvania,8579,55.55,55.55
2905,2002,Stroke,Rhode Island,605,46.68,46.68
2907,2002,Stroke,South Dakota,518,54.9,54.9
2909,2002,Stroke,Texas,10548,63.6,63.6
2911,2002,Stroke,Utah,903,58.06,58.06
2912,2002,Stroke,Vermont,335,51.97,51.97
2913,2002,Stroke,Virginia,3960,62.39,62.39
2914,2002,Stroke,Washington,3753,66.6,66.6
2915,2002,Stroke,West Virginia,1260,59.26,59.26
2916,2002,Stroke,Wisconsin,3479,58.4,58.4
2917,2002,Stroke,Wyoming,243,52.8,52.8
2918,2002,Chronic liver disease and cirrhosis,Alabama,425,9.07,9.07
2919,2002,Chronic liver disease and cirrhosis,Alaska,55,9.52,9.52
2920,2002,Chronic liver disease and cirrhosis,Arizona,671,12.6,12.6
2921,2002,Chronic liver disease and cirrhosis,Arkansas,222,7.68,7.68
2922,2002,Chronic liver disease and cirrhosis,California,3747,11.62,11.62
2923,2002,Chronic liver disease and cirrhosis,Colorado,415,9.99,9.99
2924,2002,Chronic liver disease and cirrhosis,Connecticut,318,8.48,8.48
2925,2002,Chronic liver disease and cirrhosis,Delaware,88,10.48,10.48
2926,2002,Chronic liver disease and cirrhosis,District of Columbia,88,15.5,15.5
2927,2002,Chronic liver disease and cirrhosis,Florida,2151,11.18,11.18
2928,2002,Chronic liver disease and cirrhosis,Georgia,696,9.0,9.0
2929,2002,Chronic liver disease and cirrhosis,Hawaii,79,6.06,6.06
2930,2002,Chronic liver disease and cirrhosis,Idaho,105,8.2,8.2
2931,2002,Chronic liver disease and cirrhosis,Illinois,1068,8.69,8.69
2932,2002,Chronic liver disease and cirrhosis,Indiana,514,8.32,8.32
2933,2002,Chronic liver disease and cirrhosis,Iowa,220,6.82,6.82
2934,2002,Chronic liver disease and cirrhosis,Kansas,187,6.82,6.82
2935,2002,Chronic liver disease and cirrhosis,Kentucky,377,8.93,8.93
2936,2002,Chronic liver disease and cirrhosis,Louisiana,365,8.34,8.34
2937,2002,Chronic liver disease and cirrhosis,Maine,116,7.91,7.91
2939,2002,Chronic liver disease and cirrhosis,Maryland,443,8.13,8.13
2940,2002,Chronic liver disease and cirrhosis,Massachusetts,602,8.86,8.86
2941,2002,Chronic liver disease and cirrhosis,Michigan,993,9.74,9.74
2942,2002,Chronic liver disease and cirrhosis,Minnesota,320,6.48,6.48
2943,2002,Chronic liver disease and cirrhosis,Mississippi,229,8.14,8.14
2944,2002,Chronic liver disease and cirrhosis,Missouri,433,7.34,7.34
2945,2002,Chronic liver disease and cirrhosis,Montana,127,12.93,12.93
2946,2002,Chronic liver disease and cirrhosis,Nebraska,127,7.27,7.27
2947,2002,Chronic liver disease and cirrhosis,Nevada,268,12.27,12.27
2948,2002,Chronic liver disease and cirrhosis,New Hampshire,105,8.1,8.1
2949,2002,Chronic liver disease and cirrhosis,New Jersey,730,8.11,8.11
2950,2002,Chronic liver disease and cirrhosis,New Mexico,317,17.14,17.14
2951,2002,Chronic liver disease and cirrhosis,New York,1338,6.76,6.76
2952,2002,Chronic liver disease and cirrhosis,North Carolina,735,8.76,8.76
2953,2002,Chronic liver disease and cirrhosis,North Dakota,63,9.4,9.4
2954,2002,Chronic liver disease and cirrhosis,Ohio,1047,8.75,8.75
2955,2002,Chronic liver disease and cirrhosis,Oklahoma,428,11.9,11.9
2956,2002,Chronic liver disease and cirrhosis,Oregon,367,10.02,10.02
2957,2002,Chronic liver disease and cirrhosis,Pennsylvania,1156,8.24,8.24
2958,2002,Chronic liver disease and cirrhosis,Rhode Island,128,11.19,11.19
2959,2002,Chronic liver disease and cirrhosis,South Carolina,386,9.21,9.21
2960,2002,Chronic liver disease and cirrhosis,South Dakota,75,9.73,9.73
2961,2002,Chronic liver disease and cirrhosis,Tennessee,611,10.18,10.18
2962,2002,Chronic liver disease and cirrhosis,Texas,2284,11.86,11.86
2964,2002,Chronic liver disease and cirrhosis,Utah,133,7.66,7.66
2965,2002,Chronic liver disease and cirrhosis,Vermont,66,9.95,9.95
2966,2002,Chronic liver disease and cirrhosis,Virginia,598,8.38,8.38
2967,2002,Chronic liver disease and cirrhosis,Washington,525,8.8,8.8
2968,2002,Chronic liver disease and cirrhosis,West Virginia,209,10.06,10.06
2969,2002,Chronic liver disease and cirrhosis,Wisconsin,437,7.76,7.76
2970,2002,Chronic liver disease and cirrhosis,Wyoming,70,13.48,13.48
2971,2002,Chronic Respiratory Disease,Alabama,2328,50.66,50.66
2972,2002,Chronic Respiratory Disease,Alaska,142,47.52,47.52
2973,2002,Chronic Respiratory Disease,Arizona,2575,48.35,48.35
2974,2002,Chronic Respiratory Disease,Arkansas,1441,48.54,48.54
2975,2002,Chronic Respiratory Disease,California,12684,42.62,42.62
2976,2002,Chronic Respiratory Disease,Colorado,1848,52.99,52.99
2977,2002,Chronic Respiratory Disease,Connecticut,1453,36.91,36.91
2978,2002,Chronic Respiratory Disease,Delaware,350,43.25,43.25
2979,2002,Chronic Respiratory Disease,District of Columbia,133,23.66,23.66
2980,2002,Chronic Respiratory Disease,Florida,9062,40.89,40.89
2981,2002,Chronic Respiratory Disease,Georgia,3163,48.13,48.13
2982,2002,Chronic Respiratory Disease,Hawaii,265,20.03,20.03
2983,2002,Chronic Respiratory Disease,Idaho,595,48.69,48.69
2984,2002,Chronic Respiratory Disease,Illinois,4827,39.62,39.62
2985,2002,Chronic Respiratory Disease,Indiana,3138,51.51,51.51
2986,2002,Chronic Respiratory Disease,Iowa,1580,44.36,44.36
2987,2002,Chronic Respiratory Disease,Kansas,1367,47.17,47.17
2988,2002,Chronic Respiratory Disease,Kentucky,2401,59.33,59.33
2989,2002,Chronic Respiratory Disease,Louisiana,1696,41.16,41.16
2990,2002,Chronic Respiratory Disease,Maine,791,52.87,52.87
2991,2002,Chronic Respiratory Disease,Maryland,1944,39.43,39.43
2992,2002,Chronic Respiratory Disease,Massachusetts,2745,38.91,38.91
2993,2002,Chronic Respiratory Disease,Michigan,4431,44.83,44.83
2994,2002,Chronic Respiratory Disease,Minnesota,1971,39.23,39.23
2995,2002,Chronic Respiratory Disease,Mississippi,1378,50.3,50.3
2996,2002,Chronic Respiratory Disease,Missouri,2867,47.15,47.15
2997,2002,Chronic Respiratory Disease,Montana,576,57.75,57.75
2998,2002,Chronic Respiratory Disease,Nebraska,934,49.05,49.05
2999,2002,Chronic Respiratory Disease,Nevada,1174,65.88,65.88
3000,2002,Chronic Respiratory Disease,New Hampshire,577,47.39,47.39
3001,2002,Chronic Respiratory Disease,New Jersey,2885,31.95,31.95
3002,2002,Chronic Respiratory Disease,New Mexico,857,49.66,49.66
3003,2002,Chronic Respiratory Disease,New York,6966,34.91,34.91
3004,2002,Chronic Respiratory Disease,North Carolina,3674,46.64,46.64
3005,2002,Chronic Respiratory Disease,North Dakota,322,41.77,41.77
3006,2002,Chronic Respiratory Disease,Ohio,6063,50.24,50.24
3007,2002,Chronic Respiratory Disease,Oklahoma,1988,54.78,54.78
3008,2002,Chronic Respiratory Disease,Oregon,1845,50.18,50.18
3009,2002,Chronic Respiratory Disease,Pennsylvania,6017,39.33,39.33
3010,2002,Chronic Respiratory Disease,Rhode Island,521,41.5,41.5
3011,2002,Chronic Respiratory Disease,South Carolina,1889,48.14,48.14
3012,2002,Chronic Respiratory Disease,South Dakota,383,43.24,43.24
3013,2002,Chronic Respiratory Disease,Tennessee,3011,52.67,52.67
3014,2002,Chronic Respiratory Disease,Texas,7720,45.7,45.7
3016,2002,Chronic Respiratory Disease,Utah,603,38.09,38.09
3017,2002,Chronic Respiratory Disease,Vermont,276,43.06,43.06
3018,2002,Chronic Respiratory Disease,Virginia,2752,42.2,42.2
3019,2002,Chronic Respiratory Disease,Washington,2721,48.63,48.63
3020,2002,Chronic Respiratory Disease,West Virginia,1228,56.64,56.64
3021,2002,Chronic Respiratory Disease,Wisconsin,2335,40.24,40.24
3022,2002,Chronic Respiratory Disease,Wyoming,324,68.67,68.67
3023,2002,Diabetes,Alabama,1486,32.26,32.26
3024,2002,Diabetes,Alaska,86,22.02,22.02
3025,2002,Diabetes,Arizona,1231,22.97,22.97
3026,2002,Diabetes,Arkansas,793,27.02,27.02
3027,2002,Diabetes,California,6807,22.46,22.46
3028,2002,Diabetes,Colorado,659,17.99,17.99
3029,2002,Diabetes,Connecticut,675,17.27,17.27
3030,2002,Diabetes,Delaware,215,26.12,26.12
3031,2002,Diabetes,District of Columbia,191,34.14,34.14
3032,2002,Diabetes,Florida,4583,21.49,21.49
3033,2002,Diabetes,Georgia,1576,23.05,23.05
3034,2002,Diabetes,Hawaii,204,15.46,15.46
3035,2002,Diabetes,Idaho,322,26.08,26.08
3036,2002,Diabetes,Illinois,3011,24.63,24.63
3037,2002,Diabetes,Indiana,1688,27.61,27.61
3038,2002,Diabetes,Iowa,734,20.78,20.78
3039,2002,Diabetes,Kansas,765,26.44,26.44
3040,2002,Diabetes,Kentucky,1265,31.13,31.13
3041,2002,Diabetes,Louisiana,1774,42.27,42.27
3042,2002,Diabetes,Maine,404,27.08,27.08
3043,2002,Diabetes,Maryland,1519,30.07,30.07
3044,2002,Diabetes,Massachusetts,1423,20.39,20.39
3045,2002,Diabetes,Michigan,2785,27.98,27.98
3046,2002,Diabetes,Minnesota,1317,25.99,25.99
3047,2002,Diabetes,Mississippi,671,24.39,24.39
3048,2002,Diabetes,Missouri,1625,26.75,26.75
3049,2002,Diabetes,Montana,210,21.12,21.12
3050,2002,Diabetes,Nebraska,393,20.75,20.75
3051,2002,Diabetes,Nevada,343,17.46,17.46
3052,2002,Diabetes,New Hampshire,311,25.02,25.02
3053,2002,Diabetes,New Jersey,2532,28.12,28.12
3054,2002,Diabetes,New Mexico,582,33.01,33.01
3055,2002,Diabetes,New York,3934,19.74,19.74
3056,2002,Diabetes,North Carolina,2205,27.59,27.59
3057,2002,Diabetes,North Dakota,214,27.1,27.1
3058,2002,Diabetes,Ohio,3846,31.95,31.95
3059,2002,Diabetes,Oklahoma,1064,29.49,29.49
3060,2002,Diabetes,Oregon,1041,28.22,28.22
